CH2,MULT
1.2,1.155134
1.22,1.1729075
1.24,1.1925355
1.26,1.2140685
1.28,1.2322965
1.3,1.2532585
1.32,1.2722875
1.34,1.2918505
1.36,1.3133405
1.38,1.3332625
1.4,1.3524479999999999
1.4199736842105262,1.366923
1.42,1.3669256666666667
1.46,1.4118795
1.48,1.4316485
1.5,1.4532355
1.52,1.472833
1.54,1.491594
1.56,1.5123725000000001
1.58,1.5311620000000001
1.6,1.55264
1.62,1.572213
1.64,1.5940435000000002
1.66,1.6154555000000002
1.72,1.672562
1.74,1.6942
1.76,1.713573
1.78,1.726479
1.7806052631578948,1.739651
1.8,1.747349
1.8000526315789471,1.759349
1.82,1.76709
1.822763157894737,1.780232
1.84,1.7935905
1.86,1.8129045
1.88,1.830314
1.8800263157894737,1.838848
1.9,1.84966
1.9000263157894737,1.858763
1.92,1.8664804
1.96,1.915632
1.98,1.928735
1.9999736842105265,1.937265
2.0,1.948082
2.02,1.9635785000000001
2.04,1.9824235
2.06,1.997764
2.08,2.019839
2.1,2.043039
2.12,2.0629865
2.14,2.0833180000000002
2.16,2.1013349999999997
2.18,2.1231385
2.2,2.1424995
2.22,2.1641595000000002
2.24,2.1825710000000003
2.26,2.196723
2.260026315789473,2.209861
2.28,2.224226
2.3,2.2432833333333333
2.32,2.2681065
2.34,2.287839
2.36,2.308731
2.38,2.3236375000000002
2.4,2.337538
2.4078684210526315,2.351077
2.42,2.363029
2.44,2.382664
2.46,2.4042364999999997
2.48,2.423992
2.5,2.45309425
2.52,2.476647
2.5225263157894737,2.490209
2.54,2.4987104999999996
2.56,2.5186395
2.58,2.5395355
2.6,2.556165
2.600026315789474,2.567844
2.62,2.575543
2.6257105263157894,2.58969
2.64,2.598201
2.640578947368421,2.609045
2.66,2.6217875
2.68,2.638823
2.680026315789474,2.647913
2.7,2.6629995
2.72,2.68085
2.721868421052632,2.688587
2.74,2.697139
2.740131578947368,2.707954
2.76,2.715899
2.7627105263157894,2.729022
2.78,2.742690666666667
2.8,2.7650395
2.82,2.7863949999999997
2.84,2.805701
2.86,2.81469
2.8607368421052635,2.827847
2.88,2.835582
2.8815263157894737,2.848161
2.9,2.855854
2.9008947368421056,2.869022
2.92,2.881821
2.94,2.9011685
2.96,2.918721
2.960315789473684,2.927284
2.98,2.938086
2.9801315789473684,2.947017
3.0,2.954756
3.009526315789474,2.967921
3.02,2.976419
3.04,2.9929159999999997
3.06,3.017004
3.08,3.0363895000000003
3.1,3.0585614999999997
3.12,3.075281
3.14,3.090343
3.16,3.1126145000000003
3.18,3.1319495
3.1999473684210527,3.144734
3.2,3.157925
3.22,3.1717345000000003
3.2399473684210527,3.185553
3.24,3.194088
3.26,3.2115365000000002
3.28,3.2308925
3.3,3.249215
3.32,3.265361
3.339973684210526,3.285074
3.36,3.3072730000000004
3.38,3.3304995
3.4,3.3521799999999997
3.42,3.3720365
3.44,3.3910600000000004
3.46,3.4119265
3.48,3.4326559999999997
3.5,3.4514515
3.52,3.4709655
3.54,3.493662333333333
3.56,3.5156205
3.58,3.5377035
3.6,3.55703
3.62,3.578451
3.64,3.5908075
3.66,3.6105485
3.68,3.6323404999999998
3.7,3.6506819999999998
3.72,3.670979
3.74,3.691777
3.76,3.7101655
3.78,3.731701
3.8,3.7469900000000003
3.82,3.775258
3.84,3.78608
3.86,3.8081435
3.88,3.831305
3.9,3.848852
3.900052631578947,3.857368
3.92,3.8726434999999997
3.94,3.894097
3.96,3.907451
3.960131578947368,3.918258
3.98,3.926811
3.998184210526316,3.940353
4.0,3.948055
4.008578947368421,3.959678
4.02,3.9719189999999998
4.04,3.989618
4.040052631578948,3.997368
4.06,4.009408499999999
4.08,4.02562
4.08571052631579,4.038785
4.1,4.0464885
4.12,4.06584
4.127815789473684,4.079369
4.14,4.0917460000000005
4.16,4.111651999999999
4.18,4.12863
4.1800263157894735,4.137577
4.2,4.148413
4.200026315789473,4.156972
4.22,4.164702
4.227052631578948,4.178829
4.24,4.18738
4.243184210526316,4.198192
4.26,4.210966
4.28,4.227991
4.280026315789473,4.237077
4.3,4.253579666666667
4.320078947368421,4.27767
4.34,4.29343
4.374526315789473,4.319958
4.38,4.327659
4.398605263157895,4.339719
4.399447368421052,4.339731
4.400026315789473,4.355968
4.42,4.369698
4.420105263157895,4.377409
4.44,4.388996
4.440052631578948,4.396728
4.46,4.410248
4.474105263157895,4.418804
4.48,4.426522
4.488,4.439127
4.5,4.446838
4.515210526315789,4.460041
4.52,4.468978
4.520052631578947,4.476679
4.54,4.492137
4.56,4.509668
4.58,4.529019
4.580105263157895,4.53798
4.6,4.545716499999999
4.62,4.567476
4.624447368421053,4.578273
4.64,4.5867985000000004
4.66,4.6123525
4.68,4.627447
4.680236842105264,4.636552
4.7,4.649665
4.706868421052632,4.657413
4.72,4.666328
4.721105263157895,4.67715
4.74,4.685723
4.753921052631579,4.699844
4.76,4.707623
4.771842105263158,4.719191
4.78,4.731371
4.8,4.749032
4.800078947368421,4.756748
4.82,4.776627
4.84,4.789814
4.850631578947368,4.798765
4.852157894736843,4.798782
4.870631578947369,4.81746
4.88,4.825207
4.891552631578947,4.837708
4.9,4.853927
4.92,4.869799
4.94,4.8913205
4.96,4.910977000000001
4.98,4.9297045
5.0,4.9503924999999995
5.02,4.976641666666667
