SRC,MULT,VBAT,VPOW
9.510, 9.501, 9.502, 9.499
9.520, 9.510, 9.513, 9.510
9.530, 9.518, 9.517, 9.521
9.540, 9.530, 9.530, 9.529
9.550, 9.537, 9.538, 9.537
9.560, 9.551, 9.552, 9.551
9.570, 9.559, 9.560, 9.557
9.580, 9.570, 9.567, 9.570
9.590, 9.580, 9.579, 9.582
9.600, 9.588, 9.590, 9.589
9.610, 9.601, 9.602, 9.602
9.620, 9.610, 9.611, 9.610
9.630, 9.621, 9.621, 9.619
9.640, 9.629, 9.624, 9.629
9.650, 9.643, 9.643, 9.642
9.660, 9.651, 9.644, 9.649
9.670, 9.659, 9.660, 9.656
9.680, 9.670, 9.667, 9.669
9.690, 9.679, 9.679, 9.679
9.700, 9.692, 9.691, 9.695
9.710, 9.700, 9.701, 9.702
9.720, 9.709, 9.708, 9.709
9.730, 9.720, 9.721, 9.719
9.740, 9.729, 9.729, 9.729
9.750, 9.742, 9.742, 9.742
9.760, 9.750, 9.750, 9.751
9.770, 9.762, 9.761, 9.761
9.780, 9.769, 9.772, 9.772
9.790, 9.779, 9.776, 9.780
9.800, 9.792, 9.792, 9.791
9.810, 9.799, 9.800, 9.800
9.820, 9.811, 9.809, 9.811
9.830, 9.819, 9.818, 9.818
9.840, 9.832, 9.830, 9.830
9.850, 9.841, 9.838, 9.840
9.860, 9.849, 9.845, 9.850
9.870, 9.860, 9.860, 9.861
9.880, 9.868, 9.866, 9.865
9.890, 9.882, 9.877, 9.881
9.900, 9.890, 9.894, 9.891
9.910, 9.901, 9.902, 9.903
9.920, 9.910, 9.910, 9.910
9.930, 9.918, 9.913, 9.916
9.940, 9.931, 9.928, 9.930
9.950, 9.940, 9.937, 9.938
9.960, 9.951, 9.950, 9.948
9.970, 9.959, 9.959, 9.958
9.980, 9.967, 9.968, 9.964
9.990, 9.981, 9.981, 9.981
10.000, 9.990, 9.991, 9.989
10.010, 10.000, 9.999, 9.999
10.020, 10.009, 10.007, 10.008
10.030, 10.023, 10.020, 10.020
10.040, 10.030, 10.034, 10.030
10.050, 10.039, 10.041, 10.039
10.060, 10.050, 10.051, 10.049
10.070, 10.059, 10.058, 10.059
10.080, 10.072, 10.075, 10.072
10.090, 10.080, 10.078, 10.077
10.100, 10.092, 10.091, 10.094
10.110, 10.092, 10.093, 10.090
10.120, 10.110, 10.108, 10.107
10.130, 10.123, 10.122, 10.123
10.140, 10.131, 10.130, 10.134
10.150, 10.143, 10.142, 10.148
10.160, 10.151, 10.152, 10.151
10.170, 10.159, 10.161, 10.158
10.180, 10.173, 10.172, 10.173
10.190, 10.181, 10.181, 10.183
10.200, 10.192, 10.194, 10.196
10.210, 10.200, 10.199, 10.200
10.220, 10.214, 10.211, 10.214
10.230, 10.222, 10.217, 10.222
10.240, 10.230, 10.231, 10.230
10.250, 10.243, 10.244, 10.243
10.260, 10.250, 10.247, 10.252
10.270, 10.263, 10.263, 10.265
10.280, 10.272, 10.275, 10.271
10.290, 10.283, 10.282, 10.279
10.300, 10.292, 10.292, 10.292
10.310, 10.299, 10.298, 10.296
10.320, 10.313, 10.313, 10.313
10.330, 10.322, 10.323, 10.322
10.340, 10.333, 10.335, 10.335
10.350, 10.341, 10.341, 10.341
10.360, 10.349, 10.350, 10.349
10.370, 10.362, 10.363, 10.360
10.380, 10.371, 10.371, 10.369
10.390, 10.382, 10.380, 10.386
10.400, 10.390, 10.390, 10.392
10.410, 10.404, 10.404, 10.403
10.420, 10.411, 10.413, 10.411
10.430, 10.420, 10.420, 10.417
10.440, 10.431, 10.431, 10.428
10.450, 10.440, 10.442, 10.445
10.460, 10.453, 10.448, 10.455
10.470, 10.461, 10.461, 10.462
10.480, 10.473, 10.475, 10.471
10.490, 10.481, 10.482, 10.477
10.500, 10.489, 10.489, 10.488
10.510, 10.503, 10.502, 10.501
10.520, 10.511, 10.510, 10.511
10.530, 10.523, 10.521, 10.519
10.540, 10.530, 10.532, 10.529
10.550, 10.539, 10.538, 10.534
10.560, 10.552, 10.549, 10.551
10.570, 10.560, 10.560, 10.560
10.580, 10.572, 10.572, 10.572
10.590, 10.580, 10.579, 10.582
10.600, 10.593, 10.595, 10.596
10.610, 10.602, 10.601, 10.599
10.620, 10.610, 10.602, 10.611
10.630, 10.622, 10.621, 10.616
10.640, 10.629, 10.629, 10.629
10.650, 10.644, 10.647, 10.643
10.660, 10.652, 10.651, 10.658
10.670, 10.663, 10.662, 10.663
10.680, 10.672, 10.672, 10.671
10.690, 10.680, 10.678, 10.683
10.700, 10.693, 10.693, 10.694
10.710, 10.702, 10.698, 10.701
10.720, 10.713, 10.716, 10.712
10.730, 10.721, 10.721, 10.721
10.740, 10.735, 10.735, 10.728
10.750, 10.743, 10.744, 10.743
10.760, 10.751, 10.749, 10.750
10.770, 10.762, 10.760, 10.764
10.780, 10.771, 10.775, 10.768
10.790, 10.785, 10.783, 10.785
10.800, 10.792, 10.790, 10.789
10.810, 10.801, 10.799, 10.801
10.820, 10.812, 10.812, 10.814
10.830, 10.821, 10.822, 10.828
10.840, 10.834, 10.833, 10.833
10.850, 10.842, 10.839, 10.845
10.860, 10.854, 10.853, 10.852
10.870, 10.861, 10.863, 10.861
10.880, 10.870, 10.867, 10.866
10.890, 10.884, 10.878, 10.885
10.900, 10.891, 10.889, 10.892
10.910, 10.903, 10.899, 10.907
10.920, 10.911, 10.912, 10.908
10.930, 10.924, 10.923, 10.922
10.940, 10.933, 10.933, 10.929
10.950, 10.940, 10.938, 10.938
10.960, 10.952, 10.953, 10.953
10.970, 10.960, 10.958, 10.959
10.980, 10.974, 10.970, 10.972
10.990, 10.982, 10.980, 10.980
11.000, 10.990, 10.993, 10.990
11.010, 11.002, 11.002, 10.999
11.020, 11.010, 11.008, 11.013
11.030, 11.023, 11.023, 11.023
11.040, 11.032, 11.033, 11.030
11.050, 11.043, 11.043, 11.046
11.060, 11.052, 11.054, 11.052
11.070, 11.059, 11.057, 11.058
11.080, 11.059, 11.055, 11.058
11.090, 11.082, 11.084, 11.075
11.100, 11.092, 11.091, 11.092
11.110, 11.101, 11.106, 11.100
11.120, 11.115, 11.115, 11.112
11.130, 11.122, 11.124, 11.119
11.140, 11.131, 11.131, 11.130
11.150, 11.142, 11.142, 11.142
11.160, 11.151, 11.149, 11.154
11.170, 11.163, 11.160, 11.162
11.180, 11.171, 11.172, 11.169
11.190, 11.180, 11.179, 11.179
11.200, 11.190, 11.192, 11.192
11.210, 11.199, 11.200, 11.197
11.220, 11.212, 11.209, 11.211
11.230, 11.220, 11.224, 11.225
11.240, 11.232, 11.229, 11.229
11.250, 11.240, 11.238, 11.242
11.260, 11.248, 11.249, 11.248
11.270, 11.262, 11.260, 11.263
11.280, 11.270, 11.272, 11.275
11.290, 11.281, 11.284, 11.281
11.300, 11.289, 11.288, 11.287
11.310, 11.303, 11.305, 11.300
11.320, 11.312, 11.313, 11.314
11.330, 11.320, 11.321, 11.322
11.340, 11.332, 11.328, 11.331
11.350, 11.339, 11.340, 11.342
11.360, 11.352, 11.351, 11.354
11.370, 11.362, 11.364, 11.359
11.380, 11.372, 11.371, 11.372
11.390, 11.381, 11.378, 11.380
11.400, 11.389, 11.389, 11.390
11.410, 11.402, 11.400, 11.400
11.420, 11.411, 11.415, 11.408
11.430, 11.422, 11.422, 11.420
11.440, 11.430, 11.428, 11.425
11.450, 11.438, 11.438, 11.437
11.460, 11.438, 11.440, 11.438
11.470, 11.460, 11.454, 11.461
11.480, 11.471, 11.471, 11.466
11.490, 11.479, 11.477, 11.480
11.500, 11.493, 11.495, 11.493
11.510, 11.501, 11.502, 11.500
11.520, 11.509, 11.508, 11.510
11.530, 11.520, 11.519, 11.518
11.540, 11.529, 11.529, 11.528
11.550, 11.542, 11.541, 11.544
11.560, 11.550, 11.544, 11.554
11.570, 11.563, 11.569, 11.559
11.580, 11.570, 11.572, 11.575
11.590, 11.579, 11.578, 11.579
11.600, 11.592, 11.595, 11.591
11.610, 11.600, 11.599, 11.599
11.620, 11.612, 11.612, 11.611
11.630, 11.620, 11.620, 11.620
11.640, 11.629, 11.629, 11.629
11.650, 11.642, 11.640, 11.639
11.660, 11.649, 11.652, 11.650
11.670, 11.662, 11.663, 11.664
11.680, 11.669, 11.675, 11.669
11.690, 11.682, 11.683, 11.686
11.700, 11.692, 11.692, 11.696
11.710, 11.700, 11.700, 11.699
11.720, 11.712, 11.711, 11.708
11.730, 11.719, 11.717, 11.715
11.740, 11.733, 11.735, 11.726
11.750, 11.742, 11.736, 11.741
11.760, 11.752, 11.753, 11.751
11.770, 11.761, 11.759, 11.761
11.780, 11.769, 11.768, 11.767
11.790, 11.782, 11.780, 11.776
11.800, 11.791, 11.792, 11.784
11.810, 11.802, 11.796, 11.802
11.820, 11.811, 11.814, 11.807
11.830, 11.818, 11.817, 11.818
11.840, 11.832, 11.831, 11.830
11.850, 11.841, 11.839, 11.839
11.860, 11.852, 11.851, 11.849
11.870, 11.861, 11.856, 11.855
11.880, 11.874, 11.872, 11.876
11.890, 11.882, 11.881, 11.882
11.900, 11.891, 11.888, 11.891
11.910, 11.902, 11.902, 11.903
11.920, 11.910, 11.908, 11.906
11.930, 11.924, 11.925, 11.933
11.940, 11.931, 11.933, 11.926
11.950, 11.943, 11.940, 11.942
11.960, 11.951, 11.951, 11.955
11.970, 11.959, 11.957, 11.963
11.980, 11.973, 11.966, 11.975
11.990, 11.980, 11.979, 11.980
12.000, 11.992, 11.989, 11.992
12.010, 12.000, 12.001, 11.997
12.020, 12.013, 12.008, 12.018
12.030, 12.022, 12.025, 12.020
12.040, 12.030, 12.027, 12.027
12.050, 12.042, 12.043, 12.041
12.060, 12.049, 12.048, 12.049
12.070, 12.063, 12.072, 12.058
12.080, 12.072, 12.077, 12.071
12.090, 12.079, 12.079, 12.078
12.100, 12.092, 12.091, 12.090
12.110, 12.100, 12.103, 12.096
12.120, 12.113, 12.112, 12.106
12.130, 12.122, 12.124, 12.123
12.140, 12.133, 12.134, 12.131
12.150, 12.141, 12.138, 12.145
12.160, 12.149, 12.147, 12.150
12.170, 12.163, 12.166, 12.160
12.180, 12.171, 12.169, 12.172
12.190, 12.182, 12.175, 12.182
12.200, 12.191, 12.193, 12.191
12.210, 12.204, 12.209, 12.208
12.220, 12.212, 12.212, 12.210
12.230, 12.228, 12.226, 12.228
12.240, 12.235, 12.237, 12.236
12.250, 12.244, 12.244, 12.244
12.260, 12.255, 12.256, 12.253
12.270, 12.264, 12.264, 12.269
12.280, 12.271, 12.271, 12.275
12.290, 12.284, 12.280, 12.290
12.300, 12.294, 12.304, 12.287
12.310, 12.304, 12.308, 12.299
12.320, 12.313, 12.309, 12.313
12.330, 12.326, 12.325, 12.327
12.340, 12.334, 12.331, 12.331
12.350, 12.343, 12.339, 12.334
12.360, 12.353, 12.352, 12.353
12.370, 12.363, 12.364, 12.359
12.380, 12.376, 12.375, 12.371
12.390, 12.384, 12.379, 12.385
12.400, 12.396, 12.394, 12.390
12.410, 12.404, 12.403, 12.403
12.420, 12.412, 12.414, 12.418
12.430, 12.426, 12.425, 12.423
12.440, 12.434, 12.432, 12.433
12.450, 12.445, 12.446, 12.441
12.460, 12.453, 12.447, 12.453
12.470, 12.462, 12.465, 12.459
12.480, 12.475, 12.475, 12.473
12.490, 12.483, 12.483, 12.483
12.500, 12.494, 12.495, 12.491
12.510, 12.502, 12.502, 12.498
12.520, 12.515, 12.511, 12.518
12.530, 12.524, 12.523, 12.522
12.540, 12.532, 12.530, 12.535
12.550, 12.543, 12.545, 12.543
12.560, 12.551, 12.547, 12.546
12.570, 12.565, 12.565, 12.562
12.580, 12.573, 12.571, 12.572
12.590, 12.584, 12.581, 12.585
12.600, 12.593, 12.592, 12.591
12.610, 12.601, 12.606, 12.599
12.620, 12.614, 12.611, 12.614
12.630, 12.624, 12.623, 12.621
12.640, 12.634, 12.631, 12.631
12.650, 12.643, 12.646, 12.649
12.660, 12.651, 12.649, 12.654
12.670, 12.664, 12.666, 12.663
12.680, 12.673, 12.676, 12.671
12.690, 12.684, 12.686, 12.686
12.700, 12.693, 12.692, 12.694
12.710, 12.706, 12.702, 12.704
12.720, 12.714, 12.711, 12.708
12.730, 12.723, 12.722, 12.722
12.740, 12.733, 12.742, 12.734
12.750, 12.742, 12.740, 12.742
12.760, 12.756, 12.753, 12.753
12.770, 12.764, 12.760, 12.765
12.780, 12.776, 12.774, 12.776
12.790, 12.783, 12.782, 12.781
12.800, 12.792, 12.790, 12.792
12.810, 12.805, 12.803, 12.800
12.820, 12.813, 12.817, 12.812
12.830, 12.825, 12.820, 12.826
12.840, 12.833, 12.837, 12.836
12.850, 12.846, 12.844, 12.847
12.860, 12.855, 12.855, 12.852
12.870, 12.863, 12.859, 12.859
12.880, 12.875, 12.873, 12.875
12.890, 12.882, 12.881, 12.880
12.900, 12.896, 12.896, 12.892
12.910, 12.905, 12.908, 12.905
12.920, 12.913, 12.911, 12.913
12.930, 12.925, 12.926, 12.920
12.940, 12.932, 12.926, 12.929
12.950, 12.946, 12.947, 12.944
12.960, 12.955, 12.955, 12.955
12.970, 12.965, 12.960, 12.963
12.980, 12.974, 12.963, 12.975
12.990, 12.982, 12.980, 12.979
13.000, 12.995, 12.996, 12.997
13.010, 13.004, 13.004, 13.001
13.020, 13.015, 13.010, 13.015
13.030, 13.023, 13.021, 13.021
13.040, 13.036, 13.035, 13.031
13.050, 13.044, 13.042, 13.041
13.060, 13.053, 13.048, 13.050
13.070, 13.064, 13.065, 13.063
13.080, 13.072, 13.072, 13.071
13.090, 13.086, 13.082, 13.084
13.100, 13.094, 13.094, 13.092
13.110, 13.102, 13.101, 13.098
13.120, 13.113, 13.110, 13.105
13.130, 13.122, 13.118, 13.119
13.140, 13.135, 13.134, 13.133
13.150, 13.143, 13.141, 13.140
13.160, 13.156, 13.154, 13.156
13.170, 13.163, 13.162, 13.159
13.180, 13.172, 13.174, 13.165
13.190, 13.185, 13.186, 13.184
13.200, 13.193, 13.190, 13.192
13.210, 13.205, 13.202, 13.211
13.220, 13.213, 13.217, 13.214
13.230, 13.226, 13.229, 13.231
13.240, 13.235, 13.237, 13.243
13.250, 13.242, 13.245, 13.243
13.260, 13.255, 13.255, 13.251
13.270, 13.262, 13.259, 13.261
13.280, 13.275, 13.275, 13.274
13.290, 13.283, 13.284, 13.289
13.300, 13.291, 13.289, 13.296
13.310, 13.303, 13.303, 13.299
13.320, 13.310, 13.304, 13.307
13.330, 13.324, 13.321, 13.326
13.340, 13.333, 13.334, 13.338
13.350, 13.343, 13.346, 13.345
13.360, 13.353, 13.353, 13.347
13.370, 13.360, 13.365, 13.359
13.380, 13.373, 13.374, 13.374
13.390, 13.382, 13.379, 13.378
13.400, 13.393, 13.392, 13.391
13.410, 13.402, 13.402, 13.399
13.420, 13.416, 13.421, 13.402
13.430, 13.424, 13.423, 13.424
13.440, 13.432, 13.427, 13.429
13.450, 13.443, 13.445, 13.438
13.460, 13.452, 13.454, 13.446
13.470, 13.465, 13.466, 13.463
13.480, 13.473, 13.467, 13.473
13.490, 13.485, 13.495, 13.488
13.500, 13.493, 13.497, 13.491
13.510, 13.501, 13.503, 13.503
13.520, 13.501, 13.501, 13.499
13.530, 13.522, 13.521, 13.520
13.540, 13.534, 13.536, 13.534
13.550, 13.542, 13.540, 13.538
13.560, 13.550, 13.544, 13.550
13.570, 13.563, 13.572, 13.567
13.580, 13.571, 13.578, 13.574
13.590, 13.583, 13.587, 13.587
13.600, 13.591, 13.591, 13.592
13.610, 13.604, 13.611, 13.600
13.620, 13.613, 13.617, 13.615
13.630, 13.621, 13.622, 13.625
13.640, 13.633, 13.630, 13.632
13.650, 13.640, 13.637, 13.643
13.660, 13.654, 13.658, 13.652
13.670, 13.662, 13.668, 13.668
13.680, 13.673, 13.676, 13.669
13.690, 13.683, 13.682, 13.678
13.700, 13.690, 13.693, 13.694
13.710, 13.704, 13.707, 13.706
13.720, 13.713, 13.711, 13.714
13.730, 13.723, 13.724, 13.717
13.740, 13.732, 13.733, 13.732
13.750, 13.740, 13.740, 13.742
13.760, 13.753, 13.753, 13.750
13.770, 13.762, 13.759, 13.762
13.780, 13.773, 13.769, 13.779
13.790, 13.782, 13.788, 13.784
13.800, 13.795, 13.813, 13.791
13.810, 13.803, 13.810, 13.803
13.820, 13.812, 13.815, 13.807
13.830, 13.823, 13.825, 13.822
13.840, 13.823, 13.825, 13.824
13.850, 13.845, 13.846, 13.846
13.860, 13.853, 13.849, 13.852
13.870, 13.865, 13.864, 13.857
13.880, 13.872, 13.873, 13.871
13.890, 13.881, 13.881, 13.877
13.900, 13.895, 13.891, 13.893
13.910, 13.902, 13.902, 13.895
13.920, 13.914, 13.911, 13.916
13.930, 13.922, 13.921, 13.924
13.940, 13.931, 13.928, 13.923
13.950, 13.945, 13.952, 13.936
13.960, 13.953, 13.957, 13.951
13.970, 13.964, 13.962, 13.962
13.980, 13.972, 13.968, 13.969
13.990, 13.985, 13.981, 13.984
14.000, 13.994, 13.997, 13.996
14.010, 14.002, 14.001, 14.004
14.020, 14.014, 14.015, 14.011
14.030, 14.022, 14.020, 14.023
14.040, 14.035, 14.029, 14.038
14.050, 14.044, 14.048, 14.046
14.060, 14.055, 14.063, 14.057
14.070, 14.063, 14.062, 14.059
14.080, 14.071, 14.069, 14.076
14.090, 14.084, 14.081, 14.089
14.100, 14.093, 14.089, 14.098
14.110, 14.104, 14.108, 14.102
14.120, 14.112, 14.112, 14.107
14.130, 14.126, 14.124, 14.123
14.140, 14.133, 14.135, 14.133
14.150, 14.142, 14.139, 14.143
14.160, 14.153, 14.154, 14.159
14.170, 14.162, 14.161, 14.166
14.180, 14.175, 14.176, 14.171
14.190, 14.183, 14.181, 14.176
14.200, 14.192, 14.194, 14.185
14.210, 14.202, 14.202, 14.198
14.220, 14.212, 14.212, 14.213
14.230, 14.225, 14.230, 14.225
14.240, 14.233, 14.246, 14.225
14.250, 14.245, 14.249, 14.239
14.260, 14.253, 14.254, 14.251
14.270, 14.261, 14.262, 14.257
14.280, 14.275, 14.265, 14.274
14.290, 14.283, 14.281, 14.281
14.300, 14.294, 14.301, 14.293
14.310, 14.302, 14.302, 14.297
14.320, 14.316, 14.317, 14.311
14.330, 14.324, 14.326, 14.323
14.340, 14.332, 14.332, 14.339
14.350, 14.346, 14.350, 14.347
14.360, 14.354, 14.354, 14.352
14.370, 14.367, 14.374, 14.368
14.380, 14.376, 14.377, 14.373
14.390, 14.384, 14.381, 14.379
14.400, 14.395, 14.393, 14.397
14.410, 14.403, 14.402, 14.403
14.420, 14.417, 14.419, 14.419
14.430, 14.425, 14.428, 14.423
14.440, 14.436, 14.432, 14.439
14.450, 14.445, 14.448, 14.440
14.460, 14.453, 14.454, 14.453
14.470, 14.466, 14.462, 14.464
14.480, 14.476, 14.473, 14.472
14.490, 14.486, 14.484, 14.486
14.500, 14.495, 14.498, 14.499
14.510, 14.508, 14.508, 14.506
14.520, 14.516, 14.512, 14.513
14.530, 14.525, 14.534, 14.524
14.540, 14.525, 14.536, 14.523
14.550, 14.545, 14.548, 14.535
14.560, 14.558, 14.567, 14.553
14.570, 14.565, 14.568, 14.565
14.580, 14.574, 14.569, 14.586
14.590, 14.585, 14.579, 14.590
14.600, 14.594, 14.595, 14.592
14.610, 14.607, 14.609, 14.605
14.620, 14.615, 14.616, 14.615
14.630, 14.626, 14.624, 14.622
14.640, 14.634, 14.633, 14.636
14.650, 14.643, 14.640, 14.644
14.660, 14.656, 14.657, 14.656
14.670, 14.664, 14.664, 14.664
14.680, 14.676, 14.672, 14.664
14.690, 14.684, 14.676, 14.682
14.700, 14.697, 14.694, 14.693
14.710, 14.706, 14.706, 14.706
14.720, 14.714, 14.711, 14.712
14.730, 14.725, 14.713, 14.733
14.740, 14.733, 14.730, 14.734
14.750, 14.747, 14.744, 14.745
14.760, 14.756, 14.757, 14.757
14.770, 14.763, 14.761, 14.761
14.780, 14.775, 14.772, 14.776
14.790, 14.783, 14.781, 14.790
14.800, 14.796, 14.793, 14.797
14.810, 14.805, 14.804, 14.804
14.820, 14.816, 14.813, 14.813
14.830, 14.816, 14.818, 14.819
14.840, 14.832, 14.825, 14.835
14.850, 14.846, 14.845, 14.848
14.860, 14.855, 14.861, 14.849
14.870, 14.865, 14.867, 14.870
14.880, 14.875, 14.875, 14.872
14.890, 14.888, 14.885, 14.886
14.900, 14.896, 14.893, 14.907
14.910, 14.905, 14.906, 14.911
14.920, 14.916, 14.921, 14.911
14.930, 14.924, 14.932, 14.931
14.940, 14.938, 14.938, 14.932
14.950, 14.946, 14.945, 14.942
14.960, 14.957, 14.958, 14.959
14.970, 14.965, 14.961, 14.966
14.980, 14.974, 14.973, 14.974
14.990, 14.987, 14.983, 14.987
15.000, 14.995, 14.996, 14.991
15.010, 15.008, 15.003, 15.004
15.020, 15.015, 15.013, 15.013
15.030, 15.024, 15.027, 15.026
15.040, 15.037, 15.053, 15.039
15.050, 15.045, 15.056, 15.043
15.060, 15.057, 15.065, 15.053
15.070, 15.065, 15.077, 15.065
15.080, 15.078, 15.084, 15.087
15.090, 15.087, 15.091, 15.091
15.100, 15.095, 15.094, 15.093
15.110, 15.107, 15.108, 15.101
15.120, 15.114, 15.111, 15.118
15.130, 15.127, 15.128, 15.125
15.140, 15.136, 15.135, 15.134
15.150, 15.147, 15.141, 15.146
15.160, 15.155, 15.156, 15.154
15.170, 15.163, 15.165, 15.170
15.180, 15.177, 15.176, 15.179
15.190, 15.185, 15.181, 15.187
15.200, 15.196, 15.204, 15.199
15.210, 15.205, 15.209, 15.206
15.220, 15.213, 15.215, 15.207
15.230, 15.226, 15.225, 15.231
15.240, 15.235, 15.247, 15.237
15.250, 15.246, 15.249, 15.253
15.260, 15.254, 15.254, 15.249
15.270, 15.269, 15.266, 15.260
15.280, 15.276, 15.272, 15.276
15.290, 15.285, 15.286, 15.282
15.300, 15.296, 15.295, 15.297
15.310, 15.305, 15.314, 15.289
15.320, 15.318, 15.314, 15.317
15.330, 15.325, 15.330, 15.328
