0.000, 2.007,1564.700, 2.011, 0.004
0.200, 2.007,1564.500, 2.013, 0.006
0.400, 2.007,1565.100, 2.015, 0.008
0.600, 2.007,1564.500, 2.009, 0.002
0.800, 2.007,1564.400, 2.015, 0.008
