SRC,MULT,CH1,CH2,VBAT,VPOW
12.610, 12.605, 12.596, 12.606, 8.005, 2555.700
12.620, 12.618, 12.613, 12.618, 8.005, 2557.200
12.630, 12.628, 12.626, 12.631, 8.005, 2557.900
12.640, 12.638, 12.635, 12.645, 8.005, 2558.800
12.650, 12.647, 12.642, 12.654, 8.005, 2560.500
12.660, 12.655, 12.653, 12.661, 8.005, 2561.800
12.670, 12.668, 12.665, 12.672, 8.005, 2568.100
12.680, 12.677, 12.680, 12.682, 8.005, 2570.000
12.690, 12.688, 12.689, 12.696, 8.005, 2570.700
12.700, 12.697, 12.697, 12.703, 8.005, 2571.200
12.710, 12.710, 12.713, 12.720, 8.005, 2573.600
12.720, 12.718, 12.715, 12.729, 8.005, 2575.400
12.730, 12.727, 12.727, 12.739, 8.005, 2577.100
12.740, 12.737, 12.736, 12.743, 8.005, 2580.500
12.750, 12.746, 12.746, 12.754, 8.005, 2582.700
12.760, 12.760, 12.757, 12.765, 8.005, 2584.500
12.770, 12.768, 12.758, 12.773, 8.005, 2585.300
12.780, 12.780, 12.772, 12.786, 8.005, 2588.600
12.790, 12.787, 12.781, 12.796, 8.005, 2591.200
12.800, 12.796, 12.794, 12.804, 8.005, 2593.600
12.810, 12.809, 12.813, 12.817, 8.005, 2596.000
12.820, 12.817, 12.814, 12.826, 8.005, 2596.900
12.830, 12.829, 12.831, 12.838, 8.005, 2597.600
12.840, 12.837, 12.839, 12.851, 8.005, 2600.000
12.850, 12.850, 12.854, 12.866, 8.005, 2605.400
12.860, 12.859, 12.863, 12.868, 8.005, 2607.200
12.870, 12.867, 12.868, 12.876, 8.005, 2607.900
12.880, 12.878, 12.883, 12.889, 8.005, 2609.200
12.890, 12.886, 12.888, 12.896, 8.005, 2610.000
12.900, 12.900, 12.899, 12.908, 8.005, 2611.800
12.910, 12.909, 12.905, 12.911, 8.005, 2616.000
12.920, 12.917, 12.918, 12.921, 8.005, 2620.900
12.930, 12.929, 12.925, 12.933, 8.005, 2624.200
12.940, 12.936, 12.935, 12.942, 8.005, 2625.700
12.950, 12.949, 12.952, 12.955, 8.005, 2625.600
12.960, 12.959, 12.954, 12.962, 8.005, 2627.900
12.970, 12.969, 12.972, 12.974, 8.005, 2629.500
12.980, 12.978, 12.977, 12.979, 8.005, 2632.000
12.990, 12.986, 12.989, 12.991, 8.005, 2633.500
13.000, 12.999, 13.005, 13.000, 8.005, 2634.900
13.010, 13.008, 13.007, 13.013, 8.005, 2635.000
13.020, 13.019, 13.019, 13.026, 8.005, 2636.200
13.030, 13.027, 13.033, 13.036, 8.005, 2638.400
13.040, 13.040, 13.040, 13.042, 8.005, 2642.900
13.050, 13.048, 13.048, 13.049, 8.005, 2645.700
13.060, 13.057, 13.056, 13.053, 8.005, 2646.900
13.070, 13.068, 13.063, 13.071, 8.005, 2648.200
13.080, 13.076, 13.069, 13.074, 8.005, 2648.700
13.090, 13.090, 13.087, 13.098, 8.005, 2654.000
13.100, 13.098, 13.097, 13.115, 8.005, 2655.800
13.110, 13.106, 13.104, 13.115, 8.005, 2657.500
13.120, 13.117, 13.119, 13.124, 8.005, 2659.200
13.130, 13.126, 13.124, 13.130, 8.005, 2659.800
13.140, 13.139, 13.143, 13.147, 8.005, 2661.200
13.150, 13.147, 13.150, 13.149, 8.005, 2661.600
13.160, 13.160, 13.162, 13.160, 8.005, 2665.900
13.170, 13.167, 13.179, 13.173, 8.005, 2668.300
13.180, 13.176, 13.186, 13.181, 8.005, 2671.600
13.190, 13.189, 13.191, 13.192, 8.005, 2673.000
13.200, 13.197, 13.203, 13.198, 8.005, 2673.900
13.210, 13.209, 13.207, 13.207, 8.005, 2674.800
13.220, 13.216, 13.218, 13.220, 8.005, 2676.400
13.230, 13.230, 13.225, 13.226, 8.005, 2678.200
13.240, 13.239, 13.231, 13.236, 8.005, 2680.400
13.250, 13.247, 13.242, 13.243, 8.005, 2680.700
13.260, 13.259, 13.260, 13.264, 8.005, 2685.000
13.270, 13.266, 13.264, 13.272, 8.005, 2684.900
13.280, 13.280, 13.278, 13.284, 8.005, 2689.100
13.290, 13.287, 13.294, 13.291, 8.005, 2692.000
13.300, 13.295, 13.296, 13.297, 8.005, 2694.700
13.310, 13.307, 13.303, 13.314, 8.005, 2697.900
13.320, 13.314, 13.310, 13.320, 8.005, 2699.700
13.330, 13.328, 13.325, 13.334, 8.005, 2700.200
13.340, 13.337, 13.331, 13.344, 8.005, 2703.300
13.350, 13.347, 13.341, 13.356, 8.005, 2707.300
13.360, 13.356, 13.357, 13.364, 8.005, 2709.500
13.370, 13.364, 13.363, 13.367, 8.005, 2710.200
13.380, 13.377, 13.369, 13.380, 8.005, 2711.700
13.390, 13.386, 13.383, 13.386, 8.005, 2712.800
13.400, 13.397, 13.398, 13.397, 8.005, 2713.600
13.410, 13.406, 13.407, 13.407, 8.005, 2715.600
13.420, 13.420, 13.422, 13.424, 8.005, 2727.400
13.430, 13.427, 13.429, 13.435, 8.005, 2727.300
13.440, 13.436, 13.435, 13.443, 8.005, 2728.400
13.450, 13.447, 13.450, 13.450, 8.005, 2728.700
13.460, 13.456, 13.461, 13.453, 8.005, 2730.800
13.470, 13.469, 13.476, 13.472, 8.005, 2732.300
13.480, 13.477, 13.483, 13.481, 8.005, 2733.000
13.490, 13.489, 13.492, 13.494, 8.005, 2736.600
13.500, 13.497, 13.501, 13.507, 8.005, 2737.700
13.510, 13.505, 13.511, 13.513, 8.005, 2738.600
13.520, 13.519, 13.516, 13.523, 8.005, 2739.000
13.530, 13.526, 13.527, 13.531, 8.005, 2739.300
13.540, 13.538, 13.539, 13.547, 8.005, 2742.900
13.550, 13.546, 13.547, 13.552, 8.005, 2746.500
13.560, 13.554, 13.554, 13.560, 8.005, 2748.800
13.570, 13.567, 13.568, 13.575, 8.005, 2750.200
13.580, 13.575, 13.571, 13.583, 8.005, 2752.000
13.590, 13.587, 13.586, 13.593, 8.005, 2753.300
13.600, 13.595, 13.595, 13.601, 8.005, 2757.500
13.610, 13.608, 13.608, 13.620, 8.005, 2760.900
13.620, 13.617, 13.615, 13.626, 8.005, 2762.400
13.630, 13.625, 13.622, 13.637, 8.005, 2762.800
13.640, 13.636, 13.629, 13.643, 8.005, 2763.800
13.650, 13.644, 13.642, 13.650, 8.005, 2764.600
13.660, 13.658, 13.658, 13.667, 8.005, 2766.700
13.670, 13.666, 13.665, 13.669, 8.005, 2770.000
13.680, 13.677, 13.678, 13.687, 8.005, 2774.200
13.690, 13.687, 13.692, 13.698, 8.005, 2774.900
13.700, 13.694, 13.694, 13.707, 8.005, 2776.600
13.710, 13.708, 13.709, 13.715, 8.005, 2777.500
13.720, 13.717, 13.720, 13.724, 8.005, 2779.400
13.730, 13.727, 13.733, 13.735, 8.005, 2781.700
13.740, 13.736, 13.738, 13.743, 8.005, 2783.600
13.750, 13.744, 13.742, 13.754, 8.005, 2783.800
13.760, 13.757, 13.758, 13.769, 8.005, 2788.300
13.770, 13.766, 13.767, 13.775, 8.005, 2789.700
13.780, 13.777, 13.786, 13.788, 8.005, 2790.400
13.790, 13.786, 13.787, 13.794, 8.005, 2793.500
13.800, 13.799, 13.807, 13.810, 8.005, 2797.500
13.810, 13.807, 13.815, 13.818, 8.005, 2800.200
13.820, 13.816, 13.823, 13.825, 8.005, 2801.500
13.830, 13.827, 13.832, 13.833, 8.005, 2803.100
13.840, 13.836, 13.831, 13.845, 8.005, 2804.200
13.850, 13.849, 13.849, 13.850, 8.005, 2808.100
13.860, 13.857, 13.851, 13.862, 8.005, 2811.500
13.870, 13.869, 13.861, 13.872, 8.005, 2814.300
13.880, 13.877, 13.873, 13.884, 8.005, 2814.300
13.890, 13.886, 13.882, 13.886, 8.005, 2815.400
13.900, 13.899, 13.894, 13.904, 8.005, 2816.700
13.910, 13.906, 13.908, 13.916, 8.005, 2819.000
13.920, 13.919, 13.916, 13.927, 8.005, 2828.800
13.930, 13.926, 13.918, 13.934, 8.005, 2830.100
13.940, 13.935, 13.933, 13.939, 8.005, 2830.700
13.950, 13.949, 13.947, 13.958, 8.005, 2830.400
13.960, 13.957, 13.962, 13.967, 8.005, 2833.100
13.970, 13.968, 13.970, 13.976, 8.005, 2835.500
13.980, 13.976, 13.978, 13.980, 8.005, 2836.300
13.990, 13.989, 13.986, 13.995, 8.005, 2839.400
14.000, 13.998, 13.993, 13.999, 8.005, 2839.800
14.010, 14.006, 14.004, 14.008, 8.005, 2840.600
14.020, 14.018, 14.019, 14.016, 8.005, 2841.800
14.030, 14.026, 14.020, 14.025, 8.005, 2842.800
14.040, 14.039, 14.037, 14.038, 8.005, 2844.600
14.050, 14.048, 14.044, 14.047, 8.005, 2848.300
14.060, 14.059, 14.059, 14.060, 8.005, 2851.300
14.070, 14.067, 14.061, 14.063, 8.005, 2853.400
14.080, 14.075, 14.078, 14.072, 8.005, 2853.900
14.090, 14.088, 14.092, 14.086, 8.005, 2855.300
14.100, 14.097, 14.105, 14.097, 8.005, 2859.300
14.110, 14.108, 14.114, 14.115, 8.005, 2862.400
14.120, 14.116, 14.122, 14.122, 8.005, 2865.200
14.130, 14.130, 14.140, 14.138, 8.005, 2866.800
14.140, 14.137, 14.139, 14.139, 8.005, 2866.400
14.150, 14.146, 14.148, 14.149, 8.005, 2867.500
14.160, 14.157, 14.156, 14.161, 8.005, 2868.900
14.170, 14.166, 14.160, 14.162, 8.005, 2870.700
14.180, 14.179, 14.175, 14.179, 8.005, 2875.000
14.190, 14.187, 14.179, 14.184, 8.005, 2877.300
14.200, 14.196, 14.191, 14.200, 8.005, 2879.300
14.210, 14.207, 14.210, 14.211, 8.005, 2880.200
14.220, 14.216, 14.214, 14.218, 8.005, 2880.400
14.230, 14.229, 14.232, 14.233, 8.005, 2882.500
14.240, 14.237, 14.236, 14.241, 8.005, 2884.400
14.250, 14.249, 14.256, 14.254, 8.005, 2886.000
14.260, 14.257, 14.261, 14.267, 8.005, 2886.400
14.270, 14.265, 14.271, 14.268, 8.005, 2887.000
14.280, 14.279, 14.283, 14.285, 8.005, 2887.600
14.290, 14.287, 14.289, 14.295, 8.005, 2887.000
14.300, 14.298, 14.300, 14.302, 8.005, 2894.300
14.310, 14.306, 14.305, 14.308, 8.005, 2899.500
14.320, 14.320, 14.317, 14.321, 8.005, 2901.500
14.330, 14.328, 14.321, 14.329, 8.005, 2903.200
14.340, 14.336, 14.336, 14.339, 8.005, 2905.600
14.350, 14.350, 14.351, 14.358, 8.005, 2912.400
14.360, 14.358, 14.351, 14.362, 8.005, 2913.800
14.370, 14.371, 14.370, 14.371, 8.005, 2917.100
14.380, 14.380, 14.380, 14.381, 8.005, 2917.700
14.390, 14.388, 14.396, 14.395, 8.005, 2917.800
14.400, 14.399, 14.400, 14.398, 8.005, 2919.300
14.410, 14.407, 14.420, 14.407, 8.005, 2924.900
14.420, 14.421, 14.429, 14.418, 8.005, 2932.800
14.430, 14.429, 14.440, 14.436, 8.005, 2934.600
14.440, 14.440, 14.458, 14.453, 8.005, 2932.600
14.450, 14.449, 14.463, 14.455, 8.005, 2934.000
14.460, 14.457, 14.468, 14.467, 8.005, 2936.100
14.470, 14.470, 14.476, 14.477, 8.005, 2937.500
14.480, 14.479, 14.482, 14.483, 8.005, 2937.700
14.490, 14.490, 14.489, 14.494, 8.005, 2941.100
14.500, 14.499, 14.497, 14.505, 8.005, 2943.300
14.510, 14.512, 14.517, 14.514, 8.005, 2943.700
14.520, 14.520, 14.517, 14.522, 8.005, 2945.000
14.530, 14.528, 14.532, 14.533, 8.005, 2946.000
14.540, 14.539, 14.541, 14.544, 8.005, 2947.200
14.550, 14.548, 14.546, 14.554, 8.005, 2951.800
14.560, 14.562, 14.556, 14.566, 8.005, 2955.000
14.570, 14.569, 14.564, 14.578, 8.005, 2955.200
14.580, 14.578, 14.574, 14.584, 8.005, 2958.600
14.590, 14.589, 14.583, 14.602, 8.005, 2958.700
14.600, 14.598, 14.593, 14.605, 8.005, 2961.300
14.610, 14.611, 14.613, 14.624, 8.005, 2965.100
14.620, 14.618, 14.610, 14.627, 8.005, 2968.300
14.630, 14.630, 14.630, 14.639, 8.005, 2969.800
14.640, 14.638, 14.634, 14.639, 8.005, 2970.600
14.650, 14.647, 14.644, 14.649, 8.005, 2970.200
14.660, 14.660, 14.655, 14.666, 8.005, 2971.900
14.670, 14.668, 14.664, 14.673, 8.005, 2973.400
14.680, 14.680, 14.675, 14.682, 8.005, 2978.600
14.690, 14.688, 14.683, 14.692, 8.005, 2980.900
14.700, 14.701, 14.699, 14.703, 8.005, 2982.200
14.710, 14.710, 14.708, 14.714, 8.005, 2984.300
14.720, 14.717, 14.713, 14.716, 8.005, 2984.800
14.730, 14.729, 14.735, 14.734, 8.005, 2986.000
14.740, 14.737, 14.742, 14.740, 8.005, 2986.700
14.750, 14.751, 14.749, 14.755, 8.005, 2989.700
14.760, 14.759, 14.759, 14.761, 8.005, 2991.300
14.770, 14.767, 14.769, 14.771, 8.005, 2994.500
14.780, 14.779, 14.781, 14.783, 8.005, 2995.700
14.790, 14.787, 14.782, 14.792, 8.005, 2996.700
14.800, 14.800, 14.793, 14.800, 8.005, 3002.100
14.810, 14.809, 14.799, 14.806, 8.005, 3004.300
14.820, 14.820, 14.821, 14.820, 8.005, 3007.300
14.830, 14.829, 14.824, 14.830, 8.005, 3008.500
14.840, 14.836, 14.831, 14.839, 8.005, 3009.300
14.850, 14.850, 14.851, 14.853, 8.005, 3013.500
14.860, 14.858, 14.857, 14.868, 8.005, 3016.400
14.870, 14.869, 14.862, 14.872, 8.005, 3019.500
14.880, 14.879, 14.871, 14.880, 8.005, 3020.300
14.890, 14.892, 14.882, 14.901, 8.005, 3021.300
14.900, 14.900, 14.895, 14.911, 8.005, 3022.400
14.910, 14.909, 14.910, 14.920, 8.005, 3027.600
14.920, 14.920, 14.915, 14.928, 8.005, 3034.400
14.930, 14.928, 14.924, 14.935, 8.005, 3036.400
14.940, 14.942, 14.933, 14.951, 8.005, 3037.700
14.950, 14.950, 14.944, 14.952, 8.005, 3037.500
14.960, 14.961, 14.957, 14.963, 8.005, 3039.000
14.970, 14.969, 14.963, 14.975, 8.005, 3039.400
14.980, 14.978, 14.974, 14.977, 8.005, 3040.000
14.990, 14.991, 14.994, 15.001, 8.005, 3043.200
15.000, 14.999, 15.000, 15.006, 8.005, 3045.500
15.010, 15.011, 15.015, 15.023, 8.005, 3046.900
15.020, 15.019, 15.018, 15.023, 8.005, 3047.900
15.030, 15.028, 15.031, 15.036, 8.005, 3048.500
15.040, 15.041, 15.043, 15.046, 8.005, 3050.000
15.050, 15.049, 15.056, 15.055, 8.005, 3050.600
15.060, 15.061, 15.065, 15.066, 8.005, 3056.800
15.070, 15.068, 15.074, 15.076, 8.005, 3058.800
15.080, 15.082, 15.087, 15.090, 8.005, 3060.000
15.090, 15.091, 15.089, 15.102, 8.005, 3063.000
15.100, 15.098, 15.102, 15.108, 8.005, 3062.600
15.110, 15.110, 15.108, 15.114, 8.005, 3067.500
15.120, 15.118, 15.112, 15.124, 8.005, 3069.500
15.130, 15.131, 15.120, 15.131, 8.005, 3071.700
15.140, 15.140, 15.125, 15.144, 8.005, 3072.600
15.150, 15.151, 15.140, 15.153, 8.005, 3073.200
15.160, 15.159, 15.162, 15.162, 8.005, 3074.900
15.170, 15.167, 15.158, 15.171, 8.005, 3075.000
15.180, 15.180, 15.175, 15.184, 8.005, 3080.300
15.190, 15.189, 15.182, 15.194, 8.005, 3083.600
15.200, 15.200, 15.201, 15.213, 8.005, 3084.500
15.210, 15.209, 15.205, 15.212, 8.005, 3085.600
15.220, 15.217, 15.216, 15.221, 8.005, 3087.100
15.230, 15.230, 15.225, 15.237, 8.005, 3088.200
15.240, 15.239, 15.235, 15.244, 8.005, 3089.600
15.250, 15.250, 15.250, 15.259, 8.005, 3091.000
15.260, 15.258, 15.254, 15.265, 8.005, 3092.400
15.270, 15.272, 15.269, 15.279, 8.005, 3093.000
15.280, 15.280, 15.277, 15.288, 8.005, 3093.000
15.290, 15.289, 15.281, 15.289, 8.005, 3096.100
15.300, 15.299, 15.297, 15.301, 8.005, 3098.600
15.310, 15.308, 15.302, 15.316, 8.005, 3101.900
15.320, 15.322, 15.315, 15.324, 8.005, 3107.900
15.330, 15.329, 15.327, 15.335, 8.005, 3103.500
15.340, 15.341, 15.340, 15.345, 8.005, 3112.600
15.350, 15.349, 15.349, 15.350, 8.005, 3116.000
15.360, 15.358, 15.355, 15.360, 8.005, 3119.700
15.370, 15.371, 15.375, 15.379, 8.005, 3121.900
15.380, 15.379, 15.389, 15.378, 8.005, 3123.600
15.390, 15.391, 15.393, 15.397, 8.005, 3124.500
15.400, 15.399, 15.406, 15.407, 8.005, 3124.700
15.410, 15.407, 15.412, 15.408, 8.005, 3129.100
15.420, 15.420, 15.421, 15.417, 8.005, 3136.600
15.430, 15.427, 15.431, 15.433, 8.005, 3137.000
15.440, 15.439, 15.438, 15.441, 8.005, 3139.400
15.450, 15.447, 15.441, 15.448, 8.005, 3141.400
15.460, 15.460, 15.455, 15.459, 8.005, 3142.400
15.470, 15.469, 15.462, 15.469, 8.005, 3142.900
15.480, 15.477, 15.478, 15.477, 8.005, 3144.300
15.490, 15.489, 15.490, 15.488, 8.005, 3145.000
15.500, 15.496, 15.487, 15.496, 8.005, 3147.100
15.510, 15.510, 15.515, 15.515, 8.005, 3149.600
15.520, 15.519, 15.519, 15.525, 8.005, 3150.700
15.530, 15.529, 15.538, 15.540, 8.005, 3150.800
15.540, 15.539, 15.547, 15.544, 8.005, 3152.000
15.550, 15.547, 15.554, 15.553, 8.005, 3152.800
15.560, 15.560, 15.570, 15.564, 8.005, 3158.800
15.570, 15.569, 15.572, 15.573, 8.005, 3160.700
15.580, 15.580, 15.582, 15.578, 8.005, 3162.400
15.590, 15.588, 15.590, 15.587, 8.005, 3163.600
15.600, 15.602, 15.596, 15.598, 8.005, 3166.400
15.610, 15.610, 15.605, 15.611, 8.005, 3170.800
15.620, 15.618, 15.611, 15.622, 8.005, 3172.000
15.630, 15.629, 15.621, 15.633, 8.005, 3174.600
15.640, 15.638, 15.636, 15.644, 8.005, 3175.900
15.650, 15.651, 15.643, 15.653, 8.005, 3176.600
15.660, 15.659, 15.654, 15.660, 8.005, 3177.400
15.670, 15.667, 15.669, 15.668, 8.005, 3178.500
15.680, 15.678, 15.687, 15.677, 8.005, 3180.500
15.690, 15.687, 15.693, 15.689, 8.005, 3184.100
15.700, 15.700, 15.707, 15.702, 8.005, 3186.700
15.710, 15.708, 15.716, 15.715, 8.005, 3188.000
15.720, 15.720, 15.725, 15.717, 8.005, 3189.900
15.730, 15.727, 15.733, 15.731, 8.005, 3192.200
15.740, 15.736, 15.740, 15.740, 8.005, 3192.000
15.750, 15.750, 15.743, 15.747, 8.005, 3194.800
15.760, 15.757, 15.751, 15.754, 8.005, 3195.400
15.770, 15.769, 15.757, 15.762, 8.005, 3196.200
15.780, 15.777, 15.766, 15.770, 8.005, 3199.300
15.790, 15.790, 15.784, 15.790, 8.005, 3202.900
15.800, 15.800, 15.792, 15.797, 8.005, 3203.600
15.810, 15.808, 15.805, 15.803, 8.005, 3203.600
15.820, 15.819, 15.816, 15.813, 8.005, 3211.200
15.830, 15.827, 15.820, 15.824, 8.005, 3212.600
15.840, 15.840, 15.841, 15.843, 8.005, 3214.000
15.850, 15.849, 15.841, 15.844, 8.005, 3216.900
15.860, 15.857, 15.850, 15.859, 8.005, 3219.900
15.870, 15.869, 15.858, 15.873, 8.005, 3224.400
15.880, 15.877, 15.875, 15.881, 8.005, 3226.000
15.890, 15.890, 15.888, 15.891, 8.005, 3227.500
15.900, 15.899, 15.900, 15.901, 8.005, 3228.200
15.910, 15.910, 15.905, 15.913, 8.005, 3232.300
15.920, 15.918, 15.919, 15.922, 8.005, 3238.100
15.930, 15.926, 15.929, 15.924, 8.005, 3239.500
15.940, 15.941, 15.941, 15.940, 8.005, 3242.500
15.950, 15.949, 15.951, 15.952, 8.005, 3243.800
15.960, 15.960, 15.963, 15.958, 8.005, 3243.300
15.970, 15.969, 15.972, 15.967, 8.005, 3244.500
15.980, 15.982, 15.978, 15.977, 8.005, 3247.700
15.990, 15.990, 15.982, 15.981, 8.005, 3248.400
