0.000, 0.206, 7.997, 7.997, 8.005, 8.006, 1655.500
0.005, 0.007, 7.997, 7.997, 8.005, 8.006, 1657.000
0.010, 0.016, 7.997, 7.997, 8.005, 8.006, 1656.000
0.015, 0.026, 7.997, 7.997, 8.005, 8.006, 1657.000
0.020, 0.036, 7.997, 7.997, 8.005, 8.006, 1653.800
0.025, 0.047, 7.997, 7.997, 8.005, 8.006, 1654.300
0.030, 0.056, 7.997, 7.997, 8.005, 8.006, 1652.300
0.035, 0.066, 7.997, 7.997, 8.005, 8.006, 1650.400
0.040, 0.076, 7.997, 7.997, 8.005, 8.006, 1649.300
