src,mult,ch1,ch2,vup,vdown
12.760, 12.757, 7.997, 7.997, 12.787, 8.006
12.770, 12.765, 7.997, 7.997, 12.798, 8.006
12.780, 12.776, 7.997, 7.997, 12.812, 8.006
12.790, 12.784, 7.997, 7.997, 12.816, 8.006
12.800, 12.793, 7.997, 7.997, 12.819, 8.006
12.810, 12.806, 7.997, 7.997, 12.844, 8.006
12.820, 12.814, 7.997, 7.997, 12.851, 8.006
12.830, 12.826, 7.997, 7.997, 12.864, 8.006
12.840, 12.834, 7.997, 7.997, 12.872, 8.006
12.850, 12.847, 7.997, 7.997, 12.886, 8.006
12.860, 12.856, 7.997, 7.997, 12.892, 8.006
12.870, 12.863, 7.997, 7.997, 12.901, 8.006
12.880, 12.875, 7.997, 7.997, 12.908, 8.006
12.890, 12.883, 7.997, 7.997, 12.914, 8.006
12.900, 12.897, 7.997, 7.997, 12.934, 8.006
12.910, 12.905, 7.997, 7.997, 12.942, 8.006
12.920, 12.913, 7.997, 7.997, 12.948, 8.006
12.930, 12.925, 7.997, 7.997, 12.951, 8.006
12.940, 12.933, 7.997, 7.997, 12.972, 8.006
12.950, 12.946, 7.997, 7.997, 12.980, 8.006
12.960, 12.955, 7.997, 7.997, 12.994, 8.006
12.970, 12.966, 7.997, 7.997, 12.995, 8.006
12.980, 12.975, 7.997, 7.997, 13.004, 8.006
12.990, 12.975, 7.997, 7.997, 13.007, 8.006
13.000, 12.996, 7.997, 7.997, 13.029, 8.006
13.010, 13.004, 7.997, 7.997, 13.040, 8.006
13.020, 13.015, 7.997, 7.997, 13.051, 8.006
13.030, 13.024, 7.997, 7.997, 13.059, 8.006
13.040, 13.037, 7.997, 7.997, 13.071, 8.006
13.050, 13.045, 7.997, 7.997, 13.078, 8.006
13.060, 13.054, 7.997, 7.997, 13.093, 8.006
13.070, 13.064, 7.997, 7.997, 13.096, 8.006
13.080, 13.073, 7.997, 7.997, 13.105, 8.006
13.090, 13.087, 7.997, 7.997, 13.117, 8.006
13.100, 13.094, 7.997, 7.997, 13.125, 8.006
13.110, 13.103, 7.997, 7.997, 13.145, 8.006
13.120, 13.114, 7.997, 7.997, 13.154, 8.006
13.130, 13.123, 7.997, 7.997, 13.164, 8.006
13.140, 13.136, 7.997, 7.997, 13.169, 8.006
13.150, 13.144, 7.997, 7.997, 13.184, 8.006
13.160, 13.156, 7.997, 7.997, 13.195, 8.006
13.170, 13.164, 7.997, 7.997, 13.207, 8.006
13.180, 13.172, 7.997, 7.997, 13.215, 8.006
13.190, 13.186, 7.997, 7.997, 13.224, 8.006
13.200, 13.194, 7.997, 7.997, 13.239, 8.006
13.210, 13.205, 7.997, 7.997, 13.250, 8.006
13.220, 13.213, 7.997, 7.997, 13.253, 8.006
13.230, 13.227, 7.997, 7.997, 13.263, 8.006
13.240, 13.235, 7.997, 7.997, 13.276, 8.006
13.250, 13.243, 7.997, 7.997, 13.280, 8.006
13.260, 13.255, 7.997, 7.997, 13.288, 8.006
13.270, 13.263, 7.997, 7.997, 13.299, 8.006
13.280, 13.276, 7.997, 7.997, 13.319, 8.006
13.290, 13.284, 7.997, 7.997, 13.322, 8.006
13.300, 13.292, 7.997, 7.997, 13.336, 8.006
13.310, 13.303, 7.997, 7.997, 13.343, 8.006
13.320, 13.311, 7.997, 7.997, 13.355, 8.006
13.330, 13.325, 7.997, 7.997, 13.358, 8.006
13.340, 13.333, 7.997, 7.997, 13.373, 8.006
13.350, 13.344, 7.997, 7.997, 13.386, 8.006
13.360, 13.353, 7.997, 7.997, 13.400, 8.006
13.370, 13.361, 7.997, 7.997, 13.402, 8.006
13.380, 13.374, 7.997, 7.997, 13.408, 8.006
13.390, 13.383, 7.997, 7.997, 13.417, 8.006
13.400, 13.394, 7.997, 7.997, 13.432, 8.006
13.410, 13.402, 7.997, 7.997, 13.443, 8.006
13.420, 13.416, 7.997, 7.997, 13.453, 8.006
13.430, 13.424, 7.997, 7.997, 13.470, 8.006
13.440, 13.432, 7.997, 7.997, 13.475, 8.006
13.450, 13.443, 7.997, 7.997, 13.483, 8.006
13.460, 13.452, 7.997, 7.997, 13.490, 8.006
13.470, 13.466, 7.997, 7.997, 13.499, 8.006
13.480, 13.473, 7.997, 7.997, 13.509, 8.006
13.490, 13.485, 7.997, 7.997, 13.514, 8.006
13.500, 13.493, 7.997, 7.997, 13.537, 8.006
13.510, 13.502, 7.997, 7.997, 13.542, 8.006
13.520, 13.515, 7.997, 7.997, 13.556, 8.006
13.530, 13.523, 7.997, 7.997, 13.566, 8.006
13.540, 13.535, 7.997, 7.997, 13.576, 8.006
13.550, 13.542, 7.997, 7.997, 13.580, 8.006
13.560, 13.551, 7.997, 7.997, 13.600, 8.006
13.570, 13.564, 7.997, 7.997, 13.600, 8.006
13.580, 13.572, 7.997, 7.997, 13.613, 8.006
13.590, 13.584, 7.997, 7.997, 13.623, 8.006
13.600, 13.591, 7.997, 7.997, 13.629, 8.006
13.610, 13.605, 7.997, 7.997, 13.649, 8.006
13.620, 13.614, 7.997, 7.997, 13.654, 8.006
13.630, 13.621, 7.997, 7.997, 13.664, 8.006
13.640, 13.633, 7.997, 7.997, 13.668, 8.006
13.650, 13.641, 7.997, 7.997, 13.676, 8.006
13.660, 13.654, 7.997, 7.997, 13.695, 8.006
13.670, 13.663, 7.997, 7.997, 13.699, 8.006
13.680, 13.674, 7.997, 7.997, 13.714, 8.006
13.690, 13.683, 7.997, 7.997, 13.726, 8.006
13.700, 13.691, 7.997, 7.997, 13.730, 8.006
13.710, 13.704, 7.997, 7.997, 13.739, 8.006
13.720, 13.713, 7.997, 7.997, 13.750, 8.006
13.730, 13.724, 7.997, 7.997, 13.777, 8.006
13.740, 13.733, 7.997, 7.997, 13.780, 8.006
13.750, 13.740, 7.997, 7.997, 13.784, 8.006
13.760, 13.754, 7.997, 7.997, 13.794, 8.006
13.770, 13.762, 7.997, 7.997, 13.800, 8.006
13.780, 13.773, 7.997, 7.997, 13.815, 8.006
13.790, 13.773, 7.997, 7.997, 13.812, 8.006
13.800, 13.795, 7.997, 7.997, 13.842, 8.006
13.810, 13.803, 7.997, 7.997, 13.848, 8.006
13.820, 13.813, 7.997, 7.997, 13.855, 8.006
13.830, 13.824, 7.997, 7.997, 13.861, 8.006
13.840, 13.832, 7.997, 7.997, 13.869, 8.006
13.850, 13.846, 7.997, 7.997, 13.883, 8.006
13.860, 13.854, 7.997, 7.997, 13.892, 8.006
13.870, 13.865, 7.997, 7.997, 13.910, 8.006
13.880, 13.873, 7.997, 7.997, 13.915, 8.006
13.890, 13.882, 7.997, 7.997, 13.920, 8.006
13.900, 13.895, 7.997, 7.997, 13.935, 8.006
13.910, 13.903, 7.997, 7.997, 13.943, 8.006
13.920, 13.915, 7.997, 7.997, 13.958, 8.006
13.930, 13.923, 7.997, 7.997, 13.964, 8.006
13.940, 13.931, 7.997, 7.997, 13.981, 8.006
13.950, 13.946, 7.997, 7.997, 13.986, 8.006
13.960, 13.953, 7.997, 7.997, 13.992, 8.006
13.970, 13.965, 7.997, 7.997, 14.005, 8.006
13.980, 13.973, 7.997, 7.997, 14.005, 8.006
13.990, 13.986, 7.997, 7.997, 14.021, 8.006
14.000, 13.995, 7.997, 7.997, 14.035, 8.006
14.010, 14.002, 7.997, 7.997, 14.040, 8.006
14.020, 14.015, 7.997, 7.997, 14.050, 8.006
14.030, 14.022, 7.997, 7.997, 14.066, 8.006
14.040, 14.035, 7.997, 7.997, 14.089, 8.006
14.050, 14.044, 7.997, 7.997, 14.092, 8.006
14.060, 14.055, 7.997, 7.997, 14.091, 8.006
14.070, 14.064, 7.997, 7.997, 14.104, 8.006
14.080, 14.071, 7.997, 7.997, 14.101, 8.006
14.090, 14.085, 7.997, 7.997, 14.120, 8.006
14.100, 14.093, 7.997, 7.997, 14.127, 8.006
14.110, 14.104, 7.997, 7.997, 14.157, 8.006
14.120, 14.113, 7.997, 7.997, 14.158, 8.006
14.130, 14.126, 7.997, 7.997, 14.169, 8.006
14.140, 14.134, 7.997, 7.997, 14.173, 8.006
14.150, 14.143, 7.997, 7.997, 14.183, 8.006
14.160, 14.154, 7.997, 7.997, 14.200, 8.006
14.170, 14.162, 7.997, 7.997, 14.210, 8.006
14.180, 14.176, 7.997, 7.997, 14.215, 8.006
14.190, 14.184, 7.997, 7.997, 14.230, 8.006
14.200, 14.192, 7.997, 7.997, 14.234, 8.006
14.210, 14.203, 7.997, 7.997, 14.241, 8.006
14.220, 14.213, 7.997, 7.997, 14.262, 8.006
14.230, 14.226, 7.997, 7.997, 14.271, 8.006
14.240, 14.233, 7.997, 7.997, 14.273, 8.006
14.250, 14.246, 7.997, 7.997, 14.291, 8.006
14.260, 14.253, 7.997, 7.997, 14.284, 8.006
14.270, 14.262, 7.997, 7.997, 14.296, 8.006
14.280, 14.276, 7.997, 7.997, 14.323, 8.006
14.290, 14.283, 7.997, 7.997, 14.325, 8.006
14.300, 14.295, 7.997, 7.997, 14.336, 8.006
14.310, 14.303, 7.997, 7.997, 14.352, 8.006
14.320, 14.316, 7.997, 7.997, 14.360, 8.006
14.330, 14.325, 7.997, 7.997, 14.363, 8.006
14.340, 14.332, 7.997, 7.997, 14.367, 8.006
14.350, 14.347, 7.997, 7.997, 14.384, 8.006
14.360, 14.354, 7.997, 7.997, 14.407, 8.006
14.370, 14.368, 7.997, 7.997, 14.412, 8.006
14.380, 14.377, 7.997, 7.997, 14.420, 8.006
14.390, 14.384, 7.997, 7.997, 14.421, 8.006
14.400, 14.396, 7.997, 7.997, 14.440, 8.006
