8.000, 7.997, 8.010, 8.019, 8.190, 1599.900
8.010, 8.005, 8.013, 8.020, 8.008, 1562.800
8.020, 8.017, 8.015, 8.025, 8.019, 1563.900
8.030, 8.024, 8.019, 8.031, 8.028, 1564.900
8.040, 8.038, 8.030, 8.034, 8.042, 1567.100
8.050, 8.046, 8.043, 8.048, 8.055, 1568.800
8.060, 8.054, 8.051, 8.055, 8.058, 1569.400
8.070, 8.066, 8.065, 8.067, 8.069, 1575.400
8.080, 8.074, 8.069, 8.074, 8.078, 1576.200
8.090, 8.087, 8.090, 8.094, 8.095, 1577.700
8.100, 8.096, 8.094, 8.103, 8.099, 1579.700
8.110, 8.107, 8.102, 8.113, 8.113, 1580.800
8.120, 8.116, 8.105, 8.108, 8.116, 1581.400
8.130, 8.123, 8.114, 8.126, 8.122, 1585.200
8.140, 8.137, 8.128, 8.145, 8.140, 1588.900
8.150, 8.146, 8.136, 8.148, 8.152, 1589.900
8.160, 8.157, 8.154, 8.166, 8.162, 1592.100
8.170, 8.166, 8.146, 8.166, 8.173, 1592.800
8.180, 8.179, 8.172, 8.183, 8.180, 1593.900
8.190, 8.186, 8.178, 8.188, 8.188, 1596.000
8.200, 8.196, 8.191, 8.192, 8.198, 1599.400
8.210, 8.206, 8.204, 8.207, 8.210, 1602.600
8.220, 8.215, 8.212, 8.215, 8.216, 1603.800
8.230, 8.228, 8.221, 8.234, 8.228, 1605.800
8.240, 8.236, 8.232, 8.238, 8.238, 1606.800
8.250, 8.245, 8.237, 8.239, 8.249, 1609.000
8.260, 8.256, 8.256, 8.262, 8.259, 1613.600
8.270, 8.264, 8.252, 8.263, 8.272, 1614.600
8.280, 8.277, 8.275, 8.282, 8.281, 1616.800
8.290, 8.285, 8.281, 8.291, 8.289, 1617.800
8.300, 8.297, 8.303, 8.303, 8.301, 1619.800
8.310, 8.305, 8.312, 8.315, 8.311, 1620.200
8.320, 8.313, 8.314, 8.317, 8.313, 1622.800
8.330, 8.327, 8.327, 8.331, 8.330, 1626.800
8.340, 8.335, 8.333, 8.339, 8.334, 1628.600
8.350, 8.346, 8.351, 8.352, 8.350, 1630.800
8.360, 8.354, 8.346, 8.352, 8.357, 1631.100
8.370, 8.368, 8.361, 8.367, 8.372, 1633.000
8.380, 8.376, 8.369, 8.372, 8.376, 1637.600
8.390, 8.384, 8.385, 8.386, 8.391, 1639.500
8.400, 8.396, 8.395, 8.395, 8.396, 1641.300
8.410, 8.404, 8.392, 8.397, 8.404, 1642.800
8.420, 8.417, 8.411, 8.419, 8.419, 1644.600
8.430, 8.426, 8.420, 8.431, 8.431, 1645.900
8.440, 8.434, 8.430, 8.448, 8.434, 1646.700
8.450, 8.446, 8.439, 8.454, 8.449, 1648.700
8.460, 8.453, 8.444, 8.466, 8.456, 1649.500
8.470, 8.467, 8.458, 8.477, 8.472, 1656.200
8.480, 8.476, 8.474, 8.488, 8.478, 1658.000
8.490, 8.486, 8.475, 8.494, 8.487, 1659.200
8.500, 8.495, 8.493, 8.504, 8.501, 1664.600
8.510, 8.503, 8.492, 8.511, 8.503, 1665.900
8.520, 8.516, 8.505, 8.516, 8.520, 1667.600
8.530, 8.526, 8.518, 8.525, 8.528, 1669.000
8.540, 8.537, 8.525, 8.532, 8.538, 1670.600
8.550, 8.545, 8.539, 8.552, 8.551, 1671.900
8.560, 8.559, 8.553, 8.563, 8.562, 1677.500
8.570, 8.566, 8.561, 8.565, 8.567, 1679.000
8.580, 8.575, 8.570, 8.583, 8.581, 1679.600
8.590, 8.586, 8.578, 8.590, 8.587, 1681.500
8.600, 8.595, 8.593, 8.594, 8.597, 1682.800
8.610, 8.608, 8.610, 8.611, 8.610, 1684.800
8.620, 8.616, 8.618, 8.624, 8.615, 1687.600
8.630, 8.628, 8.633, 8.634, 8.628, 1691.400
8.640, 8.636, 8.633, 8.646, 8.638, 1692.500
8.650, 8.644, 8.642, 8.652, 8.650, 1692.900
8.660, 8.658, 8.659, 8.662, 8.663, 1695.800
8.670, 8.666, 8.666, 8.676, 8.671, 1696.900
8.680, 8.678, 8.674, 8.688, 8.681, 1701.100
8.690, 8.685, 8.676, 8.692, 8.687, 1704.200
8.700, 8.694, 8.679, 8.699, 8.699, 1705.000
8.710, 8.707, 8.690, 8.702, 8.707, 1705.900
8.720, 8.715, 8.705, 8.717, 8.716, 1707.300
8.730, 8.727, 8.718, 8.729, 8.727, 1709.700
8.740, 8.735, 8.728, 8.740, 8.736, 1710.000
8.750, 8.748, 8.735, 8.752, 8.752, 1717.000
8.760, 8.757, 8.752, 8.766, 8.759, 1717.800
8.770, 8.765, 8.759, 8.771, 8.772, 1718.000
8.780, 8.776, 8.771, 8.781, 8.779, 1720.400
