SRC,MULT,VBAT,VPOW
14.600, 14.594, 2965.200, 2969.300
14.610, 14.607, 2967.500, 2970.600
14.620, 14.615, 2969.000, 2971.900
14.630, 14.626, 2971.000, 2974.800
14.640, 14.634, 2972.400, 2977.100
14.650, 14.643, 2974.200, 2978.600
14.660, 14.656, 2978.600, 2981.400
14.670, 14.664, 2980.200, 2983.700
14.680, 14.676, 2983.800, 2984.400
14.690, 14.684, 2984.300, 2984.800
14.700, 14.697, 2985.700, 2986.000
14.710, 14.706, 2987.500, 2987.200
14.720, 14.714, 2989.000, 2989.000
14.730, 14.725, 2989.500, 2991.600
14.740, 14.733, 2992.000, 2991.300
14.750, 14.747, 2995.300, 2996.900
14.760, 14.756, 2996.700, 3001.200
14.770, 14.763, 2998.400, 3003.700
14.780, 14.775, 3003.700, 3004.900
14.790, 14.783, 3004.700, 3007.800
14.800, 14.796, 3008.200, 3008.200
14.810, 14.805, 3009.700, 3010.100
14.820, 14.816, 3011.400, 3015.200
14.830, 14.825, 3013.800, 3017.000
14.840, 14.832, 3013.800, 3017.200
14.850, 14.846, 3016.500, 3019.900
14.860, 14.855, 3017.600, 3021.800
14.870, 14.865, 3020.300, 3023.800
14.880, 14.875, 3021.600, 3026.600
14.890, 14.888, 3024.300, 3032.600
14.900, 14.896, 3027.600, 3036.500
14.910, 14.905, 3029.600, 3036.700
14.920, 14.916, 3032.900, 3039.000
14.930, 14.925, 3034.000, 3040.700
14.940, 14.938, 3035.400, 3040.500
14.950, 14.946, 3037.100, 3042.000
14.960, 14.958, 3037.800, 3042.700
14.970, 14.958, 3038.700, 3042.800
14.980, 14.974, 3043.600, 3046.500
14.990, 14.987, 3045.600, 3048.000
15.000, 14.995, 3047.200, 3052.800
15.010, 15.008, 3049.300, 3054.200
15.020, 15.016, 3050.500, 3055.200
15.030, 15.024, 3054.100, 3057.600
15.040, 15.038, 3057.500, 3059.700
15.050, 15.045, 3058.300, 3060.500
15.060, 15.057, 3062.200, 3062.800
15.070, 15.065, 3061.400, 3065.600
15.080, 15.078, 3063.200, 3068.200
15.090, 15.087, 3065.300, 3068.900
15.100, 15.095, 3066.700, 3071.600
15.110, 15.107, 3070.300, 3073.600
15.120, 15.114, 3072.900, 3074.300
15.130, 15.128, 3073.400, 3077.500
15.140, 15.136, 3074.700, 3080.200
15.150, 15.147, 3079.600, 3083.000
15.160, 15.156, 3081.100, 3084.200
15.170, 15.156, 3081.300, 3083.800
15.180, 15.177, 3085.500, 3086.200
15.190, 15.185, 3087.000, 3087.200
15.200, 15.196, 3087.700, 3088.600
15.210, 15.205, 3088.400, 3089.800
15.220, 15.213, 3090.000, 3091.100
15.230, 15.226, 3091.800, 3092.300
15.240, 15.235, 3091.900, 3092.200
15.250, 15.246, 3092.000, 3094.000
15.260, 15.255, 3095.800, 3095.100
15.270, 15.269, 3100.600, 3102.900
15.280, 15.276, 3105.600, 3104.700
15.290, 15.285, 3107.400, 3107.400
15.300, 15.296, 3110.800, 3108.700
15.310, 15.305, 3112.600, 3112.000
15.320, 15.318, 3115.100, 3118.200
15.330, 15.326, 3115.100, 3119.800
15.340, 15.338, 3117.400, 3120.900
15.350, 15.346, 3119.100, 3123.100
15.360, 15.354, 3122.000, 3125.200
15.370, 15.368, 3124.000, 3127.000
15.380, 15.375, 3124.200, 3131.700
15.390, 15.387, 3127.300, 3136.200
15.400, 15.395, 3129.800, 3140.300
15.410, 15.403, 3132.700, 3138.600
15.420, 15.416, 3136.100, 3143.000
15.430, 15.424, 3137.000, 3143.200
15.440, 15.436, 3138.100, 3144.200
15.450, 15.444, 3139.900, 3145.000
15.460, 15.457, 3140.700, 3146.000
15.470, 15.466, 3142.900, 3147.100
15.480, 15.473, 3145.300, 3148.300
15.490, 15.485, 3146.900, 3150.500
15.500, 15.493, 3149.400, 3152.700
15.510, 15.506, 3151.700, 3156.800
15.520, 15.515, 3155.500, 3158.300
15.530, 15.526, 3156.300, 3159.300
15.540, 15.535, 3162.600, 3162.300
15.550, 15.543, 3161.700, 3163.100
15.560, 15.556, 3164.400, 3164.400
15.570, 15.565, 3167.000, 3168.900
15.580, 15.576, 3165.400, 3171.800
15.590, 15.584, 3168.200, 3171.800
15.600, 15.598, 3171.600, 3175.000
15.610, 15.598, 3171.100, 3175.100
15.620, 15.614, 3174.800, 3177.600
15.630, 15.625, 3176.700, 3178.800
15.640, 15.625, 3177.000, 3180.500
15.650, 15.647, 3182.000, 3185.200
15.660, 15.655, 3184.700, 3188.200
15.670, 15.664, 3185.400, 3190.000
15.680, 15.674, 3188.000, 3189.900
15.690, 15.683, 3192.200, 3191.100
15.700, 15.697, 3192.300, 3192.500
15.710, 15.704, 3192.700, 3192.000
15.720, 15.716, 3194.200, 3194.100
15.730, 15.724, 3195.200, 3196.400
15.740, 15.733, 3196.600, 3196.200
15.750, 15.746, 3201.200, 3197.500
15.760, 15.754, 3201.300, 3203.000
15.770, 15.766, 3204.300, 3208.300
15.780, 15.773, 3207.900, 3211.000
15.790, 15.787, 3210.600, 3212.000
15.800, 15.796, 3213.500, 3214.500
15.810, 15.804, 3214.400, 3216.500
15.820, 15.816, 3217.000, 3218.900
15.830, 15.823, 3217.500, 3223.000
15.840, 15.837, 3220.600, 3223.400
15.850, 15.845, 3222.300, 3225.200
15.860, 15.853, 3223.500, 3227.100
15.870, 15.865, 3225.200, 3229.600
15.880, 15.873, 3225.700, 3231.100
15.890, 15.886, 3229.300, 3238.500
15.900, 15.895, 3232.500, 3241.700
15.910, 15.906, 3236.400, 3244.700
15.920, 15.915, 3236.600, 3244.500
15.930, 15.922, 3239.400, 3245.800
15.940, 15.937, 3241.600, 3246.300
15.950, 15.945, 3242.100, 3248.200
15.960, 15.956, 3243.000, 3248.900
15.970, 15.965, 3245.000, 3250.000
15.980, 15.978, 3247.500, 3252.500
15.990, 15.986, 3249.300, 3254.700
