v_src_ch1,v_meas_ch2,slA_ch1,slA_ch2,slB_ch1,slB_ch2
2.710, 6.363, 3275.000, 2878.500, 3213.300, 2817.900
2.720, 6.370, 3274.400, 2881.500, 3213.800, 2822.400
2.730, 6.385, 3273.400, 2883.900, 3211.500, 2826.100
2.740, 6.391, 3275.000, 2888.700, 3213.700, 2832.800
2.750, 6.401, 3273.000, 2891.300, 3209.400, 2835.400
2.760, 6.410, 3274.500, 2902.700, 3212.000, 2840.200
2.770, 6.421, 3273.000, 2907.300, 3211.100, 2843.900
2.780, 6.432, 3274.800, 2910.400, 3213.500, 2847.600
2.790, 6.442, 3274.100, 2915.600, 3211.600, 2852.000
2.800, 6.452, 3274.900, 2920.300, 3210.900, 2859.200
2.810, 6.462, 3273.500, 2925.000, 3211.400, 2862.800
2.820, 6.469, 3273.700, 2929.000, 3211.700, 2866.900
2.830, 6.484, 3274.300, 2932.900, 3211.200, 2871.100
2.840, 6.490, 3274.000, 2937.700, 3211.900, 2876.500
2.850, 6.504, 3272.700, 2939.700, 3209.900, 2878.600
2.860, 6.510, 3273.400, 2947.900, 3214.500, 2884.800
2.870, 6.525, 3273.900, 2952.800, 3212.300, 2886.600
2.880, 6.533, 3274.000, 2957.900, 3213.300, 2895.500
2.890, 6.542, 3274.000, 2961.800, 3210.600, 2898.000
2.900, 6.552, 3272.300, 2961.300, 3211.600, 2903.000
2.910, 6.562, 3271.400, 2967.600, 3210.400, 2906.700
2.920, 6.574, 3273.300, 2967.200, 3213.400, 2912.600
2.930, 6.582, 3272.200, 2975.600, 3211.100, 2915.600
2.940, 6.592, 3265.700, 2982.700, 3211.800, 2922.200
2.950, 6.603, 3277.300, 2975.500, 3211.700, 2925.300
2.960, 6.609, 3273.800, 2982.700, 3213.400, 2930.500
2.970, 6.624, 3270.400, 2986.200, 3211.800, 2933.400
2.980, 6.631, 3272.200, 2997.300, 3211.900, 2939.100
2.990, 6.643, 3270.300, 3003.800, 3210.500, 2943.000
3.000, 6.650, 3274.000, 3011.500, 3213.300, 2948.500
3.010, 6.660, 3272.300, 3009.600, 3212.100, 2949.500
3.020, 6.672, 3273.700, 3016.800, 3211.200, 2954.100
3.030, 6.682, 3273.300, 3022.600, 3211.300, 2960.200
3.040, 6.691, 3274.900, 3027.900, 3211.800, 2965.700
3.050, 6.702, 3272.700, 3032.900, 3210.700, 2970.400
3.060, 6.714, 3275.600, 3037.400, 3212.700, 2975.100
3.070, 6.723, 3274.700, 3041.200, 3210.500, 2978.700
3.080, 6.730, 3274.200, 3046.400, 3212.100, 2984.500
3.090, 6.743, 3273.300, 3050.600, 3210.900, 2987.000
3.100, 6.749, 3273.800, 3057.200, 3211.400, 2991.500
3.110, 6.765, 3273.900, 3062.300, 3210.900, 2993.900
3.120, 6.772, 3274.900, 3066.600, 3210.900, 3001.500
3.130, 6.785, 3273.700, 3069.300, 3210.600, 3003.600
3.140, 6.791, 3274.200, 3074.600, 3213.200, 3012.000
3.150, 6.802, 3273.100, 3078.200, 3209.400, 3014.200
3.160, 6.813, 3273.700, 3083.000, 3211.200, 3018.800
3.170, 6.823, 3273.900, 3086.600, 3210.400, 3025.300
3.180, 6.834, 3275.600, 3089.500, 3212.400, 3028.600
3.190, 6.843, 3273.000, 3092.800, 3210.500, 3032.200
3.200, 6.850, 3274.000, 3096.300, 3213.100, 3038.500
3.210, 6.865, 3272.800, 3101.300, 3209.300, 3039.400
3.220, 6.871, 3274.800, 3112.900, 3213.800, 3048.600
3.230, 6.885, 3272.400, 3115.900, 3211.000, 3050.200
3.240, 6.891, 3274.700, 3120.400, 3211.700, 3054.300
3.250, 6.907, 3273.200, 3122.600, 3209.600, 3058.000
3.260, 6.914, 3274.300, 3130.700, 3211.700, 3065.700
3.270, 6.923, 3274.300, 3133.300, 3211.500, 3068.900
3.280, 6.934, 3273.700, 3138.900, 3212.500, 3073.700
3.290, 6.943, 3272.100, 3141.400, 3210.300, 3077.200
3.300, 6.955, 3274.000, 3146.100, 3211.800, 3081.700
3.310, 6.965, 3272.000, 3152.200, 3210.900, 3085.000
3.320, 6.975, 3273.100, 3157.800, 3211.100, 3089.900
3.330, 6.985, 3272.600, 3162.900, 3208.700, 3092.100
3.340, 6.991, 3273.400, 3168.200, 3211.800, 3095.900
3.350, 7.006, 3272.700, 3169.600, 3207.000, 3097.000
3.360, 7.013, 3274.200, 3175.900, 3212.600, 3108.100
3.370, 7.026, 3272.400, 3177.600, 3210.100, 3111.600
3.380, 7.034, 3272.900, 3184.700, 3209.300, 3117.900
3.390, 7.043, 3271.900, 3188.100, 3207.400, 3121.200
3.400, 7.055, 3273.500, 3191.600, 3209.400, 3123.800
3.410, 7.065, 3272.800, 3193.600, 3210.700, 3130.300
3.420, 7.074, 3273.200, 3197.800, 3207.700, 3131.500
3.430, 7.085, 3273.100, 3201.400, 3211.100, 3139.700
3.440, 7.097, 3274.600, 3207.400, 3208.600, 3133.100
3.450, 7.106, 3271.700, 3216.600, 3204.600, 3149.500
3.460, 7.113, 3274.200, 3221.100, 3210.800, 3145.200
3.470, 7.126, 3272.800, 3223.800, 3209.500, 3153.900
3.480, 7.133, 3273.700, 3229.100, 3206.000, 3159.600
3.490, 7.148, 3272.200, 3232.300, 3208.800, 3164.400
3.500, 7.154, 3273.900, 3239.300, 3211.300, 3172.800
3.510, 7.167, 3271.600, 3243.200, 3204.900, 3158.200
3.520, 7.173, 3273.100, 3246.900, 3211.800, 3182.700
3.530, 7.184, 3271.400, 3250.200, 3196.700, 3171.800
3.540, 7.196, 3273.500, 3255.800, 3211.500, 3192.000
3.550, 7.205, 3272.600, 3262.400, 3201.700, 3186.900
3.560, 7.215, 3273.900, 3268.000, 3211.100, 3197.600
3.570, 7.225, 3271.300, 3269.600, 3205.600, 3199.300
3.580, 7.237, 3272.700, 3274.600, 3211.200, 3207.100
3.590, 7.247, 3271.300, 3278.400, 3208.400, 3208.300
3.600, 7.253, 3272.200, 3283.400, 3211.000, 3215.600
3.610, 7.267, 3272.500, 3287.200, 3209.300, 3218.200
3.620, 7.273, 3272.600, 3292.100, 3212.800, 3225.300
3.630, 7.288, 3271.000, 3294.700, 3209.100, 3230.000
3.640, 7.296, 3273.200, 3295.700, 3212.600, 3234.800
3.650, 7.305, 3272.300, 3297.600, 3206.600, 3237.300
3.660, 7.315, 3273.000, 3298.600, 3211.500, 3242.900
3.670, 7.325, 3271.200, 3300.000, 3212.100, 3246.400
3.680, 7.337, 3272.900, 3300.000, 3210.800, 3251.700
3.690, 7.347, 3271.900, 3300.000, 3207.600, 3256.300
