src,mult,ch1,ch2,vup,vdown
12.790, 12.782, 12.793, 12.429, 12.811, 12.476
12.800, 12.791, 12.805, 12.444, 12.825, 12.489
12.810, 12.804, 12.816, 12.460, 12.837, 12.506
12.820, 12.812, 12.827, 12.463, 12.848, 12.511
12.830, 12.824, 12.838, 12.477, 12.855, 12.523
12.840, 12.832, 12.847, 12.484, 12.868, 12.535
12.850, 12.845, 12.866, 12.494, 12.877, 12.546
12.860, 12.854, 12.873, 12.501, 12.882, 12.549
12.870, 12.861, 12.886, 12.507, 12.898, 12.563
12.880, 12.873, 12.898, 12.524, 12.906, 12.572
12.890, 12.881, 12.906, 12.530, 12.911, 12.574
12.900, 12.895, 12.918, 12.545, 12.925, 12.595
12.910, 12.904, 12.929, 12.559, 12.932, 12.602
12.920, 12.911, 12.936, 12.565, 12.943, 12.608
12.930, 12.923, 12.947, 12.580, 12.949, 12.625
12.940, 12.931, 12.956, 12.586, 12.971, 12.634
12.950, 12.944, 12.965, 12.604, 12.975, 12.644
12.960, 12.953, 12.972, 12.612, 12.983, 12.656
12.970, 12.964, 12.978, 12.628, 12.996, 12.665
12.980, 12.973, 12.990, 12.635, 13.001, 12.674
12.990, 12.980, 12.999, 12.640, 13.004, 12.673
13.000, 12.994, 13.011, 12.653, 13.016, 12.690
13.010, 13.002, 13.019, 12.662, 13.030, 12.699
13.020, 13.013, 13.035, 12.674, 13.043, 12.709
13.030, 13.022, 13.041, 12.683, 13.055, 12.715
13.040, 13.035, 13.052, 12.700, 13.064, 12.734
13.050, 13.043, 13.055, 12.704, 13.068, 12.744
13.060, 13.052, 13.065, 12.717, 13.091, 12.746
13.070, 13.062, 13.077, 12.722, 13.086, 12.758
13.080, 13.071, 13.087, 12.732, 13.100, 12.770
13.090, 13.085, 13.100, 12.742, 13.108, 12.785
13.100, 13.092, 13.111, 12.748, 13.119, 12.793
13.110, 13.101, 13.119, 12.758, 13.135, 12.797
13.120, 13.112, 13.126, 12.766, 13.144, 12.806
13.130, 13.121, 13.140, 12.777, 13.151, 12.814
13.140, 13.134, 13.148, 12.791, 13.166, 12.830
13.150, 13.142, 13.158, 12.800, 13.173, 12.844
13.160, 13.154, 13.171, 12.808, 13.189, 12.849
13.170, 13.162, 13.182, 12.814, 13.198, 12.864
13.180, 13.171, 13.190, 12.822, 13.204, 12.872
13.190, 13.184, 13.208, 12.837, 13.221, 12.883
13.200, 13.192, 13.217, 12.844, 13.228, 12.891
13.210, 13.203, 13.231, 12.864, 13.244, 12.905
13.220, 13.211, 13.239, 12.870, 13.251, 12.910
13.230, 13.225, 13.253, 12.887, 13.260, 12.918
13.240, 13.233, 13.265, 12.893, 13.270, 12.929
13.250, 13.241, 13.270, 12.902, 13.273, 12.943
13.260, 13.253, 13.283, 12.916, 13.287, 12.956
13.270, 13.261, 13.290, 12.924, 13.290, 12.958
13.280, 13.274, 13.300, 12.943, 13.306, 12.973
13.290, 13.282, 13.304, 12.949, 13.313, 12.979
13.300, 13.290, 13.311, 12.957, 13.325, 12.987
13.310, 13.301, 13.321, 12.965, 13.345, 12.998
13.320, 13.309, 13.329, 12.972, 13.344, 12.999
13.330, 13.323, 13.343, 12.986, 13.357, 13.023
13.340, 13.331, 13.352, 12.992, 13.363, 13.033
13.350, 13.342, 13.361, 13.001, 13.372, 13.042
13.360, 13.351, 13.369, 13.009, 13.391, 13.053
13.370, 13.359, 13.379, 13.018, 13.400, 13.053
13.380, 13.372, 13.389, 13.031, 13.406, 13.068
13.390, 13.381, 13.398, 13.038, 13.410, 13.074
13.400, 13.392, 13.407, 13.051, 13.424, 13.089
13.410, 13.400, 13.414, 13.059, 13.436, 13.102
13.420, 13.414, 13.424, 13.069, 13.452, 13.115
13.430, 13.422, 13.430, 13.077, 13.455, 13.127
13.440, 13.431, 13.435, 13.086, 13.471, 13.134
13.450, 13.442, 13.444, 13.103, 13.477, 13.145
13.460, 13.450, 13.453, 13.110, 13.487, 13.155
13.470, 13.464, 13.466, 13.123, 13.498, 13.168
13.480, 13.471, 13.470, 13.130, 13.502, 13.175
13.490, 13.484, 13.486, 13.137, 13.527, 13.184
13.500, 13.491, 13.493, 13.145, 13.525, 13.193
13.510, 13.500, 13.503, 13.153, 13.540, 13.202
13.520, 13.513, 13.518, 13.170, 13.547, 13.214
13.530, 13.521, 13.521, 13.176, 13.557, 13.223
13.540, 13.533, 13.539, 13.189, 13.570, 13.239
13.550, 13.540, 13.547, 13.200, 13.577, 13.247
13.560, 13.549, 13.554, 13.208, 13.595, 13.258
13.570, 13.562, 13.568, 13.219, 13.595, 13.268
13.580, 13.570, 13.572, 13.233, 13.604, 13.273
13.590, 13.582, 13.587, 13.242, 13.613, 13.281
13.600, 13.590, 13.591, 13.253, 13.624, 13.293
13.610, 13.603, 13.605, 13.271, 13.642, 13.307
13.620, 13.603, 13.606, 13.266, 13.637, 13.308
13.630, 13.620, 13.619, 13.284, 13.657, 13.311
13.640, 13.631, 13.633, 13.294, 13.664, 13.328
13.650, 13.639, 13.638, 13.299, 13.669, 13.333
13.660, 13.652, 13.654, 13.312, 13.687, 13.351
13.670, 13.652, 13.655, 13.312, 13.691, 13.349
13.680, 13.672, 13.672, 13.329, 13.704, 13.367
13.690, 13.681, 13.686, 13.339, 13.722, 13.382
13.700, 13.689, 13.692, 13.350, 13.720, 13.387
13.710, 13.702, 13.708, 13.363, 13.732, 13.408
13.720, 13.711, 13.714, 13.368, 13.734, 13.412
13.730, 13.722, 13.723, 13.377, 13.755, 13.424
13.740, 13.731, 13.730, 13.382, 13.775, 13.429
13.750, 13.738, 13.735, 13.390, 13.778, 13.448
13.760, 13.752, 13.745, 13.401, 13.788, 13.450
13.770, 13.761, 13.753, 13.416, 13.797, 13.461
13.780, 13.771, 13.765, 13.425, 13.806, 13.475
13.790, 13.780, 13.774, 13.433, 13.818, 13.479
13.800, 13.793, 13.791, 13.446, 13.847, 13.488
13.810, 13.801, 13.805, 13.453, 13.850, 13.494
13.820, 13.811, 13.810, 13.457, 13.847, 13.515
13.830, 13.822, 13.820, 13.467, 13.859, 13.531
13.840, 13.830, 13.831, 13.477, 13.865, 13.537
13.850, 13.844, 13.851, 13.494, 13.880, 13.547
13.860, 13.852, 13.856, 13.501, 13.885, 13.556
13.870, 13.863, 13.873, 13.515, 13.898, 13.567
13.880, 13.871, 13.877, 13.521, 13.897, 13.573
13.890, 13.880, 13.884, 13.529, 13.915, 13.576
13.900, 13.893, 13.894, 13.542, 13.925, 13.593
13.910, 13.901, 13.899, 13.547, 13.936, 13.601
13.920, 13.913, 13.909, 13.562, 13.943, 13.617
13.930, 13.921, 13.914, 13.569, 13.963, 13.628
13.940, 13.929, 13.924, 13.576, 13.965, 13.634
13.950, 13.944, 13.939, 13.587, 13.979, 13.647
13.960, 13.951, 13.938, 13.593, 13.988, 13.658
13.970, 13.963, 13.954, 13.603, 13.997, 13.668
13.980, 13.971, 13.960, 13.609, 14.004, 13.674
13.990, 13.984, 13.973, 13.621, 14.017, 13.689
14.000, 13.993, 13.979, 13.631, 14.029, 13.694
14.010, 14.000, 13.986, 13.638, 14.030, 13.709
14.020, 14.013, 13.992, 13.649, 14.044, 13.711
14.030, 14.020, 14.003, 13.660, 14.051, 13.719
14.040, 14.034, 14.012, 13.670, 14.072, 13.729
14.050, 14.042, 14.026, 13.678, 14.088, 13.746
14.060, 14.053, 14.035, 13.686, 14.095, 13.756
14.070, 14.062, 14.048, 13.698, 14.095, 13.760
14.080, 14.070, 14.055, 13.703, 14.102, 13.777
14.090, 14.083, 14.072, 13.715, 14.117, 13.788
14.100, 14.091, 14.079, 13.724, 14.122, 13.796
14.110, 14.102, 14.092, 13.739, 14.132, 13.809
14.120, 14.111, 14.104, 13.748, 14.145, 13.819
14.130, 14.124, 14.121, 13.753, 14.164, 13.822
14.140, 14.132, 14.132, 13.764, 14.169, 13.836
14.150, 14.141, 14.137, 13.774, 14.173, 13.841
14.160, 14.141, 14.138, 13.772, 14.173, 13.840
14.170, 14.160, 14.158, 13.791, 14.188, 13.857
14.180, 14.174, 14.172, 13.811, 14.208, 13.874
14.190, 14.182, 14.185, 13.816, 14.225, 13.884
14.200, 14.190, 14.192, 13.822, 14.225, 13.890
14.210, 14.201, 14.200, 13.839, 14.236, 13.902
14.220, 14.211, 14.208, 13.845, 14.249, 13.908
14.230, 14.224, 14.220, 13.863, 14.262, 13.918
14.240, 14.232, 14.223, 13.872, 14.266, 13.950
14.250, 14.244, 14.235, 13.886, 14.276, 13.953
14.260, 14.251, 14.242, 13.893, 14.280, 13.960
14.270, 14.260, 14.251, 13.900, 14.293, 13.956
14.280, 14.274, 14.264, 13.914, 14.319, 13.966
14.290, 14.281, 14.271, 13.922, 14.326, 13.969
14.300, 14.293, 14.285, 13.932, 14.326, 13.985
14.310, 14.301, 14.288, 13.942, 14.347, 13.998
14.320, 14.314, 14.302, 13.958, 14.356, 14.014
14.330, 14.323, 14.308, 13.960, 14.360, 14.030
14.340, 14.331, 14.315, 13.965, 14.366, 14.039
14.350, 14.345, 14.330, 13.983, 14.382, 14.048
14.360, 14.353, 14.343, 13.990, 14.384, 14.058
14.370, 14.366, 14.354, 14.000, 14.407, 14.073
14.380, 14.375, 14.366, 14.007, 14.408, 14.078
14.390, 14.382, 14.374, 14.017, 14.417, 14.082
14.400, 14.394, 14.387, 14.030, 14.423, 14.092
14.410, 14.402, 14.393, 14.033, 14.440, 14.108
14.420, 14.415, 14.414, 14.049, 14.449, 14.111
14.430, 14.415, 14.415, 14.051, 14.462, 14.113
14.440, 14.435, 14.434, 14.067, 14.474, 14.130
14.450, 14.444, 14.450, 14.074, 14.481, 14.148
14.460, 14.451, 14.455, 14.084, 14.490, 14.154
14.470, 14.465, 14.472, 14.094, 14.494, 14.171
14.480, 14.474, 14.479, 14.105, 14.507, 14.181
14.490, 14.485, 14.495, 14.118, 14.513, 14.192
14.500, 14.493, 14.505, 14.130, 14.523, 14.197
14.510, 14.507, 14.516, 14.144, 14.548, 14.197
14.520, 14.515, 14.529, 14.151, 14.550, 14.217
14.530, 14.523, 14.534, 14.158, 14.561, 14.219
14.540, 14.534, 14.543, 14.171, 14.576, 14.233
14.550, 14.543, 14.549, 14.180, 14.580, 14.247
14.560, 14.556, 14.559, 14.195, 14.596, 14.251
14.570, 14.564, 14.563, 14.202, 14.596, 14.270
14.580, 14.573, 14.573, 14.210, 14.608, 14.283
14.590, 14.584, 14.582, 14.223, 14.617, 14.290
14.600, 14.592, 14.592, 14.228, 14.630, 14.301
14.610, 14.605, 14.609, 14.241, 14.646, 14.314
14.620, 14.613, 14.613, 14.247, 14.658, 14.328
14.630, 14.625, 14.627, 14.262, 14.662, 14.334
14.640, 14.632, 14.631, 14.270, 14.666, 14.336
14.650, 14.641, 14.642, 14.280, 14.674, 14.339
14.660, 14.655, 14.652, 14.287, 14.694, 14.352
14.670, 14.662, 14.667, 14.296, 14.697, 14.363
14.680, 14.675, 14.678, 14.308, 14.715, 14.372
14.690, 14.682, 14.682, 14.315, 14.731, 14.393
14.700, 14.695, 14.697, 14.327, 14.731, 14.394
14.710, 14.704, 14.702, 14.336, 14.751, 14.403
14.720, 14.712, 14.708, 14.343, 14.756, 14.412
14.730, 14.724, 14.717, 14.357, 14.756, 14.435
14.740, 14.732, 14.731, 14.365, 14.766, 14.451
14.750, 14.746, 14.744, 14.378, 14.781, 14.456
14.760, 14.754, 14.755, 14.386, 14.790, 14.454
14.770, 14.762, 14.762, 14.395, 14.800, 14.469
14.780, 14.774, 14.775, 14.404, 14.811, 14.480
14.790, 14.782, 14.780, 14.415, 14.816, 14.483
14.800, 14.795, 14.800, 14.432, 14.832, 14.497
14.810, 14.804, 14.806, 14.441, 14.849, 14.499
14.820, 14.815, 14.822, 14.460, 14.861, 14.519
14.830, 14.823, 14.828, 14.466, 14.860, 14.525
14.840, 14.831, 14.839, 14.473, 14.869, 14.542
14.850, 14.845, 14.849, 14.486, 14.881, 14.548
14.860, 14.853, 14.859, 14.496, 14.890, 14.556
14.870, 14.864, 14.867, 14.507, 14.910, 14.571
14.880, 14.874, 14.874, 14.518, 14.910, 14.574
14.890, 14.887, 14.887, 14.530, 14.922, 14.577
14.900, 14.895, 14.898, 14.541, 14.930, 14.595
14.910, 14.904, 14.902, 14.547, 14.944, 14.612
14.920, 14.914, 14.914, 14.555, 14.954, 14.614
14.930, 14.923, 14.926, 14.567, 14.963, 14.624
14.940, 14.937, 14.938, 14.577, 14.981, 14.647
14.950, 14.944, 14.944, 14.584, 14.990, 14.657
14.960, 14.956, 14.961, 14.601, 14.993, 14.664
14.970, 14.964, 14.968, 14.607, 15.001, 14.673
14.980, 14.973, 14.979, 14.620, 15.012, 14.678
14.990, 14.986, 14.995, 14.627, 15.021, 14.696
15.000, 14.994, 15.001, 14.634, 15.023, 14.702
15.010, 14.994, 14.997, 14.633, 15.033, 14.702
15.020, 15.014, 15.017, 14.645, 15.055, 14.718
15.030, 15.022, 15.023, 14.662, 15.058, 14.718
15.040, 15.036, 15.035, 14.674, 15.086, 14.734
15.050, 15.044, 15.042, 14.681, 15.086, 14.747
15.060, 15.055, 15.052, 14.693, 15.112, 14.759
15.070, 15.063, 15.059, 14.698, 15.118, 14.762
15.080, 15.077, 15.074, 14.709, 15.120, 14.778
15.090, 15.085, 15.088, 14.715, 15.128, 14.794
15.100, 15.093, 15.095, 14.722, 15.133, 14.798
15.110, 15.105, 15.112, 14.736, 15.142, 14.816
15.120, 15.113, 15.124, 14.745, 15.151, 14.820
15.130, 15.126, 15.136, 14.757, 15.157, 14.826
15.140, 15.135, 15.146, 14.769, 15.171, 14.832
15.150, 15.145, 15.155, 14.779, 15.181, 14.841
15.160, 15.154, 15.160, 14.789, 15.193, 14.858
15.170, 15.162, 15.169, 14.794, 15.210, 14.864
15.180, 15.175, 15.181, 14.813, 15.224, 14.877
15.190, 15.184, 15.186, 14.821, 15.231, 14.888
15.200, 15.195, 15.193, 14.835, 15.237, 14.893
15.210, 15.204, 15.202, 14.843, 15.252, 14.903
15.220, 15.211, 15.208, 14.854, 15.280, 14.910
15.230, 15.225, 15.222, 14.864, 15.280, 14.927
15.240, 15.234, 15.226, 14.873, 15.282, 14.942
15.250, 15.244, 15.241, 14.881, 15.292, 14.951
15.260, 15.253, 15.248, 14.889, 15.300, 14.959
15.270, 15.267, 15.260, 14.903, 15.307, 14.979
15.280, 15.275, 15.267, 14.911, 15.322, 14.982
15.290, 15.283, 15.273, 14.925, 15.321, 14.985
15.300, 15.294, 15.288, 14.932, 15.353, 14.998
15.310, 15.303, 15.294, 14.941, 15.358, 15.002
15.320, 15.316, 15.309, 14.951, 15.364, 15.014
15.330, 15.324, 15.319, 14.961, 15.362, 15.036
15.340, 15.336, 15.330, 14.970, 15.369, 15.049
15.350, 15.344, 15.336, 14.982, 15.386, 15.055
15.360, 15.352, 15.351, 14.988, 15.388, 15.058
15.370, 15.366, 15.368, 15.004, 15.407, 15.077
15.380, 15.374, 15.374, 15.013, 15.416, 15.084
15.390, 15.385, 15.388, 15.025, 15.427, 15.091
15.400, 15.393, 15.400, 15.029, 15.431, 15.092
15.410, 15.401, 15.406, 15.035, 15.443, 15.104
15.420, 15.414, 15.420, 15.049, 15.461, 15.118
15.430, 15.422, 15.430, 15.055, 15.468, 15.126
15.440, 15.434, 15.442, 15.071, 15.488, 15.131
15.450, 15.442, 15.452, 15.081, 15.490, 15.153
15.460, 15.455, 15.464, 15.095, 15.494, 15.169
15.470, 15.464, 15.473, 15.103, 15.509, 15.172
15.480, 15.472, 15.487, 15.113, 15.515, 15.178
15.490, 15.484, 15.496, 15.128, 15.522, 15.191
15.500, 15.491, 15.500, 15.131, 15.531, 15.203
15.510, 15.505, 15.508, 15.152, 15.547, 15.212
15.520, 15.513, 15.515, 15.159, 15.566, 15.213
15.530, 15.524, 15.523, 15.172, 15.569, 15.232
15.540, 15.534, 15.532, 15.179, 15.574, 15.234
15.550, 15.541, 15.543, 15.188, 15.581, 15.249
15.560, 15.555, 15.555, 15.202, 15.601, 15.257
15.570, 15.563, 15.566, 15.209, 15.614, 15.267
15.580, 15.574, 15.576, 15.223, 15.621, 15.282
15.590, 15.583, 15.586, 15.231, 15.624, 15.295
15.600, 15.597, 15.600, 15.245, 15.643, 15.304
15.610, 15.604, 15.610, 15.254, 15.643, 15.330
15.620, 15.613, 15.620, 15.256, 15.658, 15.334
15.630, 15.624, 15.633, 15.267, 15.667, 15.337
15.640, 15.633, 15.641, 15.275, 15.674, 15.340
15.650, 15.646, 15.653, 15.290, 15.686, 15.344
15.660, 15.654, 15.661, 15.295, 15.701, 15.356
15.670, 15.662, 15.666, 15.302, 15.705, 15.362
15.680, 15.673, 15.675, 15.313, 15.709, 15.374
15.690, 15.681, 15.681, 15.321, 15.733, 15.378
15.700, 15.695, 15.699, 15.333, 15.735, 15.395
15.710, 15.703, 15.706, 15.339, 15.745, 15.405
15.720, 15.714, 15.716, 15.346, 15.757, 15.411
15.730, 15.722, 15.725, 15.350, 15.767, 15.431
15.740, 15.731, 15.734, 15.360, 15.762, 15.434
15.750, 15.744, 15.751, 15.376, 15.783, 15.455
15.760, 15.752, 15.761, 15.383, 15.788, 15.465
15.770, 15.752, 15.764, 15.385, 15.789, 15.447
15.780, 15.772, 15.785, 15.406, 15.817, 15.472
15.790, 15.785, 15.802, 15.424, 15.829, 15.491
15.800, 15.794, 15.811, 15.435, 15.836, 15.494
15.810, 15.802, 15.818, 15.444, 15.842, 15.504
15.820, 15.814, 15.827, 15.457, 15.858, 15.509
15.830, 15.822, 15.835, 15.466, 15.878, 15.532
15.840, 15.835, 15.844, 15.481, 15.879, 15.550
15.850, 15.844, 15.852, 15.490, 15.890, 15.554
15.860, 15.851, 15.861, 15.493, 15.892, 15.557
15.870, 15.864, 15.871, 15.504, 15.908, 15.576
15.880, 15.871, 15.884, 15.511, 15.919, 15.581
15.890, 15.884, 15.896, 15.524, 15.926, 15.587
15.900, 15.893, 15.908, 15.532, 15.932, 15.589
15.910, 15.904, 15.921, 15.543, 15.947, 15.610
15.920, 15.913, 15.931, 15.554, 15.963, 15.617
15.930, 15.921, 15.939, 15.557, 15.972, 15.622
15.940, 15.935, 15.952, 15.573, 15.989, 15.635
15.950, 15.944, 15.961, 15.580, 15.985, 15.644
15.960, 15.955, 15.972, 15.588, 15.989, 15.660
15.970, 15.963, 15.974, 15.597, 15.989, 15.668
15.980, 15.977, 15.981, 15.613, 15.989, 15.686
15.990, 15.984, 15.984, 15.619, 15.989, 15.693
